# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
199,Eliminated,5,5,8,1,8,32.0%,100,14.05,88.0%,52.0%,34.0%,32.0%,-,-,-,-,-,-,-
200,Eliminated,5,5,8,1,10,32.0%,100,13.20,87.0%,45.0%,36.0%,32.0%,-,-,-,-,-,-,-
201,Eliminated,5,10,8,3,10,32.0%,100,12.23,87.0%,39.0%,39.0%,32.0%,-,-,-,-,-,-,-
202,Eliminated,5,15,8,2,6,32.0%,100,12.67,81.0%,35.0%,34.0%,32.0%,-,-,-,-,-,-,-
203,Eliminated,5,20,6,1,10,32.0%,100,15.86,87.0%,46.0%,37.0%,32.0%,-,-,-,-,-,-,-
204,Eliminated,5,20,8,2,6,32.0%,100,13.50,86.0%,42.0%,40.0%,32.0%,-,-,-,-,-,-,-
205,Eliminated,5,20,8,2,10,32.0%,100,14.55,90.0%,42.0%,44.0%,32.0%,-,-,-,-,-,-,-
206,Eliminated,10,0,8,2,10,32.0%,100,2.83,92.0%,55.0%,37.0%,32.0%,-,-,-,-,-,-,-
207,Eliminated,10,5,8,1,8,32.0%,100,13.68,86.0%,49.0%,40.0%,32.0%,-,-,-,-,-,-,-
208,Eliminated,10,10,8,2,8,32.0%,100,13.40,88.0%,46.0%,40.0%,32.0%,-,-,-,-,-,-,-
209,Eliminated,10,10,8,3,6,32.0%,100,12.33,79.0%,37.0%,36.0%,32.0%,-,-,-,-,-,-,-
210,Eliminated,10,20,8,1,4,32.0%,100,16.05,74.0%,44.0%,37.0%,32.0%,-,-,-,-,-,-,-
211,Eliminated,15,5,6,1,6,32.0%,100,12.26,84.0%,41.0%,49.0%,32.0%,-,-,-,-,-,-,-
212,Eliminated,15,5,6,1,8,32.0%,100,13.13,83.0%,46.0%,43.0%,32.0%,-,-,-,-,-,-,-
213,Eliminated,15,5,6,3,8,32.0%,100,10.67,91.0%,35.0%,35.0%,32.0%,-,-,-,-,-,-,-
214,Eliminated,15,5,6,3,10,32.0%,100,11.12,82.0%,43.0%,37.0%,32.0%,-,-,-,-,-,-,-
215,Eliminated,15,15,6,1,4,32.0%,100,15.70,73.0%,37.0%,40.0%,32.0%,-,-,-,-,-,-,-
216,Eliminated,15,15,8,1,4,32.0%,100,16.06,76.0%,41.0%,37.0%,32.0%,-,-,-,-,-,-,-
217,Eliminated,15,15,8,2,6,32.0%,100,13.19,85.0%,36.0%,41.0%,32.0%,-,-,-,-,-,-,-
218,Eliminated,20,10,6,1,8,32.0%,100,15.26,88.0%,44.0%,49.0%,32.0%,-,-,-,-,-,-,-
219,Eliminated,20,10,10,1,10,32.0%,100,17.91,82.0%,43.0%,38.0%,32.0%,-,-,-,-,-,-,-
220,Eliminated,0,10,8,2,4,31.0%,100,10.45,77.0%,54.0%,34.0%,31.0%,-,-,-,-,-,-,-
221,Eliminated,0,10,8,3,6,31.0%,100,9.78,79.0%,39.0%,36.0%,31.0%,-,-,-,-,-,-,-
222,Eliminated,0,20,8,1,10,31.0%,100,15.08,82.0%,38.0%,38.0%,31.0%,-,-,-,-,-,-,-
223,Eliminated,5,0,8,1,4,31.0%,100,2.24,85.0%,39.0%,36.0%,31.0%,-,-,-,-,-,-,-
224,Eliminated,5,0,10,1,8,31.0%,100,2.13,93.0%,43.0%,40.0%,31.0%,-,-,-,-,-,-,-
225,Eliminated,5,5,10,1,4,31.0%,100,13.35,81.0%,42.0%,34.0%,31.0%,-,-,-,-,-,-,-
226,Eliminated,5,15,6,1,8,31.0%,100,16.07,89.0%,37.0%,35.0%,31.0%,-,-,-,-,-,-,-
227,Eliminated,5,15,8,3,8,31.0%,100,13.34,86.0%,41.0%,34.0%,31.0%,-,-,-,-,-,-,-
228,Eliminated,5,20,6,1,6,31.0%,100,16.95,74.0%,43.0%,46.0%,31.0%,-,-,-,-,-,-,-
229,Eliminated,5,20,10,3,6,31.0%,100,12.20,75.0%,38.0%,39.0%,31.0%,-,-,-,-,-,-,-
230,Eliminated,5,20,10,3,8,31.0%,100,12.69,83.0%,50.0%,35.0%,31.0%,-,-,-,-,-,-,-
231,Eliminated,10,10,8,2,6,31.0%,100,12.28,84.0%,34.0%,37.0%,31.0%,-,-,-,-,-,-,-
232,Eliminated,10,10,10,1,6,31.0%,100,17.09,82.0%,35.0%,35.0%,31.0%,-,-,-,-,-,-,-
233,Eliminated,10,15,6,1,6,31.0%,100,16.76,88.0%,50.0%,34.0%,31.0%,-,-,-,-,-,-,-
234,Eliminated,10,20,8,2,8,31.0%,100,13.55,91.0%,39.0%,41.0%,31.0%,-,-,-,-,-,-,-
235,Eliminated,10,20,10,1,4,31.0%,100,17.60,80.0%,48.0%,49.0%,31.0%,-,-,-,-,-,-,-
236,Eliminated,10,20,10,3,10,31.0%,100,13.03,88.0%,42.0%,34.0%,31.0%,-,-,-,-,-,-,-
237,Eliminated,15,5,6,2,6,31.0%,100,9.97,79.0%,34.0%,38.0%,31.0%,-,-,-,-,-,-,-
238,Eliminated,15,5,6,3,6,31.0%,100,9.95,85.0%,38.0%,37.0%,31.0%,-,-,-,-,-,-,-
239,Eliminated,15,10,8,1,10,31.0%,100,16.70,87.0%,48.0%,41.0%,31.0%,-,-,-,-,-,-,-
240,Eliminated,15,10,8,3,8,31.0%,100,12.64,90.0%,43.0%,40.0%,31.0%,-,-,-,-,-,-,-
241,Eliminated,15,15,10,1,4,31.0%,100,17.16,78.0%,37.0%,34.0%,31.0%,-,-,-,-,-,-,-
242,Eliminated,15,20,6,3,10,31.0%,100,14.49,91.0%,37.0%,35.0%,31.0%,-,-,-,-,-,-,-
243,Eliminated,15,20,10,3,10,31.0%,100,13.25,89.0%,44.0%,36.0%,31.0%,-,-,-,-,-,-,-
244,Eliminated,20,10,10,2,10,31.0%,100,12.76,91.0%,42.0%,44.0%,31.0%,-,-,-,-,-,-,-
245,Eliminated,20,5,6,2,8,30.7%,101,10.69,83.0%,36.0%,41.6%,30.7%,-,-,-,-,-,-,-
246,Eliminated,0,0,6,1,2,30.0%,100,1.27,68.0%,36.0%,36.0%,30.0%,-,-,-,-,-,-,-
247,Eliminated,0,0,8,1,8,30.0%,100,2.02,88.0%,42.0%,39.0%,30.0%,-,-,-,-,-,-,-
248,Eliminated,0,5,4,1,6,30.0%,100,9.62,75.0%,35.0%,41.6%,30.0%,-,-,-,-,-,-,-
249,Eliminated,5,5,4,1,4,30.0%,100,10.21,70.0%,40.0%,44.0%,30.0%,-,-,-,-,-,-,-
250,Eliminated,5,5,10,2,8,30.0%,100,9.50,87.0%,40.0%,37.0%,30.0%,-,-,-,-,-,-,-
251,Eliminated,5,5,10,3,8,30.0%,100,9.80,84.0%,35.0%,40.0%,30.0%,-,-,-,-,-,-,-
252,Eliminated,5,10,6,2,10,30.0%,100,12.79,91.0%,36.0%,35.0%,30.0%,-,-,-,-,-,-,-
253,Eliminated,5,15,8,1,6,30.0%,100,16.74,79.0%,41.0%,35.0%,30.0%,-,-,-,-,-,-,-
254,Eliminated,5,20,8,1,8,30.0%,100,17.21,84.0%,48.0%,39.0%,30.0%,-,-,-,-,-,-,-
255,Eliminated,5,20,8,2,8,30.0%,100,14.69,86.0%,46.0%,43.0%,30.0%,-,-,-,-,-,-,-
256,Eliminated,5,20,8,3,8,30.0%,100,13.28,89.0%,36.0%,39.0%,30.0%,-,-,-,-,-,-,-
257,Eliminated,5,20,10,2,8,30.0%,100,13.87,82.0%,43.0%,39.0%,30.0%,-,-,-,-,-,-,-
258,Eliminated,10,5,10,1,6,30.0%,100,14.84,82.0%,46.0%,38.0%,30.0%,-,-,-,-,-,-,-
259,Eliminated,10,20,6,2,6,30.0%,100,13.46,81.0%,34.0%,36.0%,30.0%,-,-,-,-,-,-,-
260,Eliminated,10,20,10,3,8,30.0%,100,13.23,88.0%,45.0%,39.0%,30.0%,-,-,-,-,-,-,-
261,Eliminated,15,10,10,3,8,30.0%,100,12.14,86.0%,42.0%,42.0%,30.0%,-,-,-,-,-,-,-
262,Eliminated,15,15,6,1,8,30.0%,100,15.44,86.0%,48.0%,39.0%,30.0%,-,-,-,-,-,-,-
263,Eliminated,20,15,6,1,10,30.0%,100,16.83,85.0%,48.0%,35.0%,30.0%,-,-,-,-,-,-,-
264,Eliminated,0,20,8,2,8,29.7%,101,13.57,89.0%,42.0%,36.0%,29.7%,-,-,-,-,-,-,-
265,Eliminated,5,20,8,3,10,29.7%,101,13.14,87.0%,35.0%,48.0%,29.7%,-,-,-,-,-,-,-
266,Eliminated,0,0,6,2,8,29.0%,100,1.59,88.0%,40.0%,39.0%,29.0%,-,-,-,-,-,-,-
267,Eliminated,0,10,6,3,8,29.0%,100,10.38,85.0%,46.0%,39.0%,29.0%,-,-,-,-,-,-,-
268,Eliminated,0,15,6,3,6,29.0%,100,10.63,73.0%,56.0%,42.0%,29.0%,-,-,-,-,-,-,-
269,Eliminated,0,20,4,2,6,29.0%,100,12.77,76.0%,43.0%,35.0%,29.0%,-,-,-,-,-,-,-
270,Eliminated,5,5,8,2,6,29.0%,100,9.41,89.0%,37.0%,36.0%,29.0%,-,-,-,-,-,-,-
271,Eliminated,5,20,6,3,8,29.0%,100,12.52,79.0%,36.0%,44.0%,29.0%,-,-,-,-,-,-,-
272,Eliminated,5,20,10,1,4,29.0%,100,17.42,73.0%,42.0%,34.0%,29.0%,-,-,-,-,-,-,-
273,Eliminated,5,20,10,2,6,29.0%,100,13.88,74.0%,40.0%,39.0%,29.0%,-,-,-,-,-,-,-
274,Eliminated,10,10,10,3,10,29.0%,100,12.23,80.0%,40.0%,35.0%,29.0%,-,-,-,-,-,-,-
275,Eliminated,10,15,8,1,4,29.0%,100,14.79,82.0%,41.0%,39.0%,29.0%,-,-,-,-,-,-,-
276,Eliminated,10,20,8,2,6,29.0%,100,13.38,80.0%,38.0%,38.0%,29.0%,-,-,-,-,-,-,-
277,Eliminated,15,5,8,1,4,29.0%,100,10.54,80.0%,41.0%,36.0%,29.0%,-,-,-,-,-,-,-
278,Eliminated,15,20,6,2,8,29.0%,100,14.01,89.0%,42.0%,49.0%,29.0%,-,-,-,-,-,-,-
279,Eliminated,20,5,8,3,6,29.0%,100,10.07,88.0%,38.0%,35.0%,29.0%,-,-,-,-,-,-,-
280,Eliminated,20,20,10,1,6,29.0%,100,18.45,88.0%,42.0%,42.0%,29.0%,-,-,-,-,-,-,-
281,Eliminated,0,0,4,1,10,28.0%,100,1.85,88.0%,46.0%,34.0%,28.0%,-,-,-,-,-,-,-
282,Eliminated,0,15,6,2,10,28.0%,100,12.95,81.0%,43.0%,35.0%,28.0%,-,-,-,-,-,-,-
283,Eliminated,0,20,10,3,8,28.0%,100,11.13,87.0%,46.0%,36.0%,28.0%,-,-,-,-,-,-,-
284,Eliminated,5,5,4,2,10,28.0%,100,10.27,76.0%,42.0%,34.0%,28.0%,-,-,-,-,-,-,-
285,Eliminated,10,5,10,2,10,28.0%,100,9.71,92.0%,37.0%,36.0%,28.0%,-,-,-,-,-,-,-
286,Eliminated,15,5,8,2,10,28.0%,100,10.19,93.0%,42.0%,36.0%,28.0%,-,-,-,-,-,-,-
287,Eliminated,15,20,8,1,10,28.0%,100,16.70,88.0%,48.0%,45.0%,28.0%,-,-,-,-,-,-,-
288,Eliminated,15,20,10,1,8,28.0%,100,18.55,78.0%,44.0%,34.0%,28.0%,-,-,-,-,-,-,-
289,Eliminated,20,5,8,2,10,27.7%,101,10.94,88.0%,44.0%,35.0%,27.7%,-,-,-,-,-,-,-
290,Eliminated,0,10,4,2,6,27.0%,100,10.91,76.0%,41.0%,38.0%,27.0%,-,-,-,-,-,-,-
291,Eliminated,0,20,6,2,8,27.0%,100,13.10,88.0%,36.0%,42.0%,27.0%,-,-,-,-,-,-,-
292,Eliminated,0,20,10,3,6,27.0%,100,10.89,79.0%,38.0%,36.0%,27.0%,-,-,-,-,-,-,-
293,Eliminated,5,0,8,3,8,27.0%,100,2.38,97.0%,46.0%,38.0%,27.0%,-,-,-,-,-,-,-
294,Eliminated,5,5,10,1,6,27.0%,100,14.20,79.0%,48.0%,36.0%,27.0%,-,-,-,-,-,-,-
295,Eliminated,5,10,8,2,8,27.0%,100,13.44,81.0%,43.0%,36.0%,27.0%,-,-,-,-,-,-,-
296,Eliminated,5,15,6,2,8,27.0%,100,13.52,80.0%,39.0%,35.0%,27.0%,-,-,-,-,-,-,-
297,Eliminated,5,20,8,1,6,27.0%,100,17.80,82.0%,39.0%,40.0%,27.0%,-,-,-,-,-,-,-
298,Eliminated,5,20,8,1,10,27.0%,100,16.82,82.0%,47.0%,38.0%,27.0%,-,-,-,-,-,-,-
299,Eliminated,10,20,4,3,10,27.0%,100,13.44,81.0%,34.0%,35.0%,27.0%,-,-,-,-,-,-,-
300,Eliminated,10,20,10,2,8,27.0%,100,13.50,91.0%,45.0%,38.0%,27.0%,-,-,-,-,-,-,-
301,Eliminated,15,5,4,1,6,27.0%,100,11.79,77.0%,35.0%,36.0%,27.0%,-,-,-,-,-,-,-
302,Eliminated,0,5,4,1,8,26.0%,100,9.42,81.0%,36.0%,35.0%,26.0%,-,-,-,-,-,-,-
303,Eliminated,0,5,6,3,4,26.0%,100,6.14,68.0%,35.0%,39.0%,26.0%,-,-,-,-,-,-,-
304,Eliminated,0,10,10,3,10,26.0%,100,9.84,88.0%,40.0%,36.0%,26.0%,-,-,-,-,-,-,-
305,Eliminated,0,20,8,2,6,26.0%,100,13.16,77.0%,40.0%,35.0%,26.0%,-,-,-,-,-,-,-
306,Eliminated,10,5,10,1,10,26.0%,100,15.38,87.0%,42.0%,41.0%,26.0%,-,-,-,-,-,-,-
307,Eliminated,15,15,10,2,8,26.0%,100,13.18,84.0%,36.0%,37.0%,26.0%,-,-,-,-,-,-,-
308,Eliminated,15,20,10,1,6,26.0%,100,19.02,82.0%,51.0%,40.0%,26.0%,-,-,-,-,-,-,-
309,Eliminated,20,5,10,1,8,26.0%,100,15.68,86.0%,44.0%,35.0%,26.0%,-,-,-,-,-,-,-
310,Eliminated,20,15,10,2,8,26.0%,100,14.19,89.0%,44.0%,37.0%,26.0%,-,-,-,-,-,-,-
311,Eliminated,20,15,10,2,10,26.0%,100,13.94,84.0%,41.0%,36.0%,26.0%,-,-,-,-,-,-,-
312,Eliminated,0,20,4,1,6,25.0%,100,15.79,69.0%,35.0%,34.0%,25.0%,-,-,-,-,-,-,-
313,Eliminated,5,20,10,1,8,25.0%,100,17.32,83.0%,42.0%,36.0%,25.0%,-,-,-,-,-,-,-
314,Eliminated,10,0,4,1,10,25.0%,100,2.98,89.0%,38.0%,35.0%,25.0%,-,-,-,-,-,-,-
315,Eliminated,10,10,6,3,10,25.0%,100,12.69,85.0%,38.0%,35.0%,25.0%,-,-,-,-,-,-,-
316,Eliminated,15,0,10,1,8,25.0%,100,2.23,94.0%,40.0%,36.0%,25.0%,-,-,-,-,-,-,-
317,Eliminated,15,10,8,1,4,25.0%,100,15.19,80.0%,41.0%,34.0%,25.0%,-,-,-,-,-,-,-
318,Eliminated,15,20,10,1,10,25.0%,100,18.51,72.0%,44.0%,47.0%,25.0%,-,-,-,-,-,-,-
319,Eliminated,20,5,6,1,8,25.0%,100,13.00,85.0%,48.0%,44.0%,25.0%,-,-,-,-,-,-,-
320,Eliminated,20,10,10,1,8,25.0%,100,18.33,85.0%,49.0%,38.0%,25.0%,-,-,-,-,-,-,-
321,Eliminated,0,5,8,2,10,24.0%,100,9.09,88.0%,38.0%,36.0%,24.0%,-,-,-,-,-,-,-
322,Eliminated,5,0,10,2,10,24.0%,100,1.94,94.0%,39.0%,35.0%,24.0%,-,-,-,-,-,-,-
323,Eliminated,5,15,6,2,10,24.0%,100,13.96,83.0%,36.0%,39.0%,24.0%,-,-,-,-,-,-,-
324,Eliminated,10,15,8,3,6,24.0%,100,12.50,82.0%,36.0%,35.0%,24.0%,-,-,-,-,-,-,-
325,Eliminated,5,0,6,3,10,23.0%,100,2.68,93.0%,35.0%,40.0%,23.0%,-,-,-,-,-,-,-
326,Eliminated,5,10,6,1,8,23.0%,100,15.20,84.0%,36.6%,35.0%,23.0%,-,-,-,-,-,-,-
327,Eliminated,10,20,6,1,10,23.0%,100,15.93,91.0%,37.0%,37.0%,23.0%,-,-,-,-,-,-,-
328,Eliminated,5,20,10,1,6,22.0%,100,17.43,85.0%,48.0%,45.0%,22.0%,-,-,-,-,-,-,-
329,Eliminated,10,5,10,1,8,22.0%,100,15.14,72.0%,47.0%,35.0%,22.0%,-,-,-,-,-,-,-
330,Eliminated,15,20,4,1,10,22.0%,100,15.82,76.0%,45.0%,34.0%,22.0%,-,-,-,-,-,-,-
331,Eliminated,15,20,6,3,8,22.0%,100,13.08,85.0%,38.0%,34.0%,22.0%,-,-,-,-,-,-,-
332,Eliminated,15,0,8,1,10,21.0%,100,3.16,89.0%,49.0%,36.0%,21.0%,-,-,-,-,-,-,-
333,Eliminated,20,5,10,1,2,21.0%,100,12.97,68.0%,35.0%,37.0%,21.0%,-,-,-,-,-,-,-
334,Eliminated,15,0,10,1,10,20.0%,100,2.23,93.0%,51.0%,35.0%,20.0%,-,-,-,-,-,-,-
335,Eliminated,15,10,4,1,6,20.0%,100,13.78,88.0%,44.0%,38.0%,20.0%,-,-,-,-,-,-,-
336,Eliminated,20,0,8,1,10,20.0%,100,2.93,96.0%,50.0%,36.0%,20.0%,-,-,-,-,-,-,-
337,Eliminated,15,5,4,3,10,19.0%,100,10.82,78.0%,38.0%,34.0%,19.0%,-,-,-,-,-,-,-
338,Eliminated,20,0,10,2,10,34.0%,100,1.56,94.0%,46.0%,34.0%,-,-,-,-,-,-,-,-
339,Eliminated,20,5,6,1,6,34.0%,100,9.37,79.0%,39.0%,34.0%,-,-,-,-,-,-,-,-
340,Eliminated,20,5,8,2,8,34.0%,100,8.18,90.0%,45.0%,34.0%,-,-,-,-,-,-,-,-
341,Eliminated,20,10,10,1,6,34.0%,100,13.76,82.0%,42.6%,34.0%,-,-,-,-,-,-,-,-
342,Eliminated,20,15,8,1,4,34.0%,100,11.75,72.0%,42.0%,34.0%,-,-,-,-,-,-,-,-
343,Eliminated,20,20,4,1,4,34.0%,100,11.95,70.0%,40.0%,34.0%,-,-,-,-,-,-,-,-
344,Eliminated,20,20,8,2,8,34.0%,100,9.99,85.0%,41.6%,34.0%,-,-,-,-,-,-,-,-
345,Eliminated,20,20,8,3,10,34.0%,100,10.36,93.0%,36.6%,34.0%,-,-,-,-,-,-,-,-
346,Eliminated,5,10,10,3,6,33.7%,101,7.73,80.0%,36.0%,33.7%,-,-,-,-,-,-,-,-
347,Eliminated,0,0,6,3,10,33.0%,100,1.13,90.0%,40.0%,33.0%,-,-,-,-,-,-,-,-
348,Eliminated,0,0,8,2,10,33.0%,100,1.22,88.0%,41.0%,33.0%,-,-,-,-,-,-,-,-
349,Eliminated,0,5,6,1,4,33.0%,100,6.82,88.0%,39.0%,33.0%,-,-,-,-,-,-,-,-
350,Eliminated,0,5,6,1,8,33.0%,100,7.49,78.0%,42.0%,33.0%,-,-,-,-,-,-,-,-
351,Eliminated,0,5,6,3,6,33.0%,100,4.63,77.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
352,Eliminated,0,5,8,3,8,33.0%,100,4.94,81.0%,41.0%,33.0%,-,-,-,-,-,-,-,-
353,Eliminated,0,10,4,3,4,33.0%,100,6.50,73.0%,48.0%,33.0%,-,-,-,-,-,-,-,-
354,Eliminated,0,15,8,2,4,33.0%,100,8.61,74.0%,46.0%,33.0%,-,-,-,-,-,-,-,-
355,Eliminated,0,15,8,3,8,33.0%,100,8.68,83.0%,44.0%,33.0%,-,-,-,-,-,-,-,-
356,Eliminated,5,0,4,3,10,33.0%,100,2.28,93.0%,36.0%,33.0%,-,-,-,-,-,-,-,-
357,Eliminated,5,0,8,2,6,33.0%,100,1.60,89.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
358,Eliminated,5,0,8,2,8,33.0%,100,2.18,94.0%,36.0%,33.0%,-,-,-,-,-,-,-,-
359,Eliminated,5,0,8,3,10,33.0%,100,1.89,96.0%,39.0%,33.0%,-,-,-,-,-,-,-,-
360,Eliminated,5,10,6,1,10,33.0%,100,10.83,87.0%,38.0%,33.0%,-,-,-,-,-,-,-,-
361,Eliminated,5,10,10,2,10,33.0%,100,9.30,88.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
362,Eliminated,5,15,6,3,8,33.0%,100,9.78,84.0%,43.0%,33.0%,-,-,-,-,-,-,-,-
363,Eliminated,5,15,8,2,8,33.0%,100,10.50,88.0%,43.0%,33.0%,-,-,-,-,-,-,-,-
364,Eliminated,10,0,8,1,10,33.0%,100,2.33,94.0%,52.0%,33.0%,-,-,-,-,-,-,-,-
365,Eliminated,10,5,4,1,10,33.0%,100,8.37,80.0%,40.0%,33.0%,-,-,-,-,-,-,-,-
366,Eliminated,10,5,10,1,4,33.0%,100,9.59,82.0%,34.0%,33.0%,-,-,-,-,-,-,-,-
367,Eliminated,10,10,8,1,4,33.0%,100,10.50,78.0%,41.0%,33.0%,-,-,-,-,-,-,-,-
368,Eliminated,10,10,10,2,8,33.0%,100,9.50,89.0%,37.0%,33.0%,-,-,-,-,-,-,-,-
369,Eliminated,10,15,10,3,10,33.0%,100,9.58,83.0%,45.0%,33.0%,-,-,-,-,-,-,-,-
370,Eliminated,15,5,4,1,8,33.0%,100,9.43,78.0%,34.0%,33.0%,-,-,-,-,-,-,-,-
371,Eliminated,15,5,10,1,8,33.0%,100,11.94,78.0%,46.0%,33.0%,-,-,-,-,-,-,-,-
372,Eliminated,15,10,6,2,6,33.0%,100,9.18,89.0%,44.6%,33.0%,-,-,-,-,-,-,-,-
373,Eliminated,15,10,10,3,6,33.0%,100,8.39,81.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
374,Eliminated,20,0,6,1,8,33.0%,100,2.34,94.0%,44.0%,33.0%,-,-,-,-,-,-,-,-
375,Eliminated,20,0,8,3,10,33.0%,100,2.07,91.0%,49.0%,33.0%,-,-,-,-,-,-,-,-
376,Eliminated,20,0,10,1,10,33.0%,100,1.76,96.0%,39.0%,33.0%,-,-,-,-,-,-,-,-
377,Eliminated,20,5,4,1,6,33.0%,100,8.45,80.0%,36.0%,33.0%,-,-,-,-,-,-,-,-
378,Eliminated,20,15,4,1,8,33.0%,100,11.21,79.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
379,Eliminated,20,15,10,1,6,33.0%,100,13.75,84.0%,48.0%,33.0%,-,-,-,-,-,-,-,-
380,Eliminated,20,15,10,1,10,33.0%,100,14.59,78.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
381,Eliminated,20,15,10,3,10,33.0%,100,10.19,82.0%,41.0%,33.0%,-,-,-,-,-,-,-,-
382,Eliminated,20,20,6,1,8,33.0%,100,11.74,91.0%,43.0%,33.0%,-,-,-,-,-,-,-,-
383,Eliminated,20,20,10,3,10,33.0%,100,9.69,89.0%,37.0%,33.0%,-,-,-,-,-,-,-,-
384,Eliminated,0,0,4,1,8,32.7%,101,1.38,80.0%,39.0%,32.7%,-,-,-,-,-,-,-,-
385,Eliminated,10,15,6,1,4,32.7%,101,10.47,72.0%,39.0%,32.7%,-,-,-,-,-,-,-,-
386,Eliminated,15,20,10,2,8,32.7%,101,9.97,79.0%,38.0%,32.7%,-,-,-,-,-,-,-,-
387,Eliminated,0,5,4,3,4,32.0%,100,4.47,69.0%,36.0%,32.0%,-,-,-,-,-,-,-,-
388,Eliminated,0,5,8,2,4,32.0%,100,4.83,75.0%,37.0%,32.0%,-,-,-,-,-,-,-,-
389,Eliminated,0,15,8,3,10,32.0%,100,8.88,91.0%,38.0%,32.0%,-,-,-,-,-,-,-,-
390,Eliminated,0,20,6,2,6,32.0%,100,10.34,79.0%,53.0%,32.0%,-,-,-,-,-,-,-,-
391,Eliminated,0,20,6,3,6,32.0%,100,8.39,75.0%,44.0%,32.0%,-,-,-,-,-,-,-,-
392,Eliminated,0,20,6,3,8,32.0%,100,8.50,76.0%,43.0%,32.0%,-,-,-,-,-,-,-,-
393,Eliminated,0,20,8,3,10,32.0%,100,8.68,92.0%,46.0%,32.0%,-,-,-,-,-,-,-,-
394,Eliminated,0,20,10,1,6,32.0%,100,10.64,77.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
395,Eliminated,5,0,8,1,10,32.0%,100,1.98,90.0%,47.0%,32.0%,-,-,-,-,-,-,-,-
396,Eliminated,5,10,6,2,6,32.0%,100,9.27,83.0%,40.0%,32.0%,-,-,-,-,-,-,-,-
397,Eliminated,5,15,8,1,4,32.0%,100,11.39,71.0%,40.0%,32.0%,-,-,-,-,-,-,-,-
398,Eliminated,5,15,8,3,6,32.0%,100,9.06,80.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
399,Eliminated,5,20,6,2,8,32.0%,100,10.43,85.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
400,Eliminated,5,20,10,1,10,32.0%,100,13.67,72.0%,53.0%,32.0%,-,-,-,-,-,-,-,-
401,Eliminated,10,5,10,3,10,32.0%,100,7.88,88.0%,47.0%,32.0%,-,-,-,-,-,-,-,-
402,Eliminated,10,10,6,3,6,32.0%,100,8.87,69.0%,35.0%,32.0%,-,-,-,-,-,-,-,-
403,Eliminated,10,10,8,3,4,32.0%,100,8.33,68.0%,40.0%,32.0%,-,-,-,-,-,-,-,-
404,Eliminated,10,20,8,3,8,32.0%,100,10.34,90.0%,41.0%,32.0%,-,-,-,-,-,-,-,-
405,Eliminated,15,0,10,2,10,32.0%,100,1.75,92.0%,52.0%,32.0%,-,-,-,-,-,-,-,-
406,Eliminated,15,5,8,3,8,32.0%,100,8.01,90.0%,44.0%,32.0%,-,-,-,-,-,-,-,-
407,Eliminated,15,15,6,2,10,32.0%,100,9.89,81.0%,37.0%,32.0%,-,-,-,-,-,-,-,-
408,Eliminated,15,15,6,3,10,32.0%,100,9.99,87.0%,38.0%,32.0%,-,-,-,-,-,-,-,-
409,Eliminated,15,15,10,1,6,32.0%,100,13.89,78.0%,43.0%,32.0%,-,-,-,-,-,-,-,-
410,Eliminated,15,20,10,2,10,32.0%,100,9.33,83.0%,48.0%,32.0%,-,-,-,-,-,-,-,-
411,Eliminated,15,20,10,3,8,32.0%,100,9.77,85.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
412,Eliminated,20,0,8,2,8,32.0%,100,2.02,85.0%,47.0%,32.0%,-,-,-,-,-,-,-,-
413,Eliminated,20,5,10,3,10,32.0%,100,7.44,92.0%,40.0%,32.0%,-,-,-,-,-,-,-,-
414,Eliminated,20,15,10,3,8,32.0%,100,9.97,87.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
415,Eliminated,20,20,6,1,10,32.0%,100,12.72,85.0%,41.0%,32.0%,-,-,-,-,-,-,-,-
416,Eliminated,0,0,6,2,10,31.7%,101,1.20,84.0%,41.0%,31.7%,-,-,-,-,-,-,-,-
417,Eliminated,10,10,4,1,10,31.7%,101,10.24,87.0%,40.0%,31.7%,-,-,-,-,-,-,-,-
418,Eliminated,20,20,6,3,10,31.7%,101,10.46,91.0%,40.0%,31.7%,-,-,-,-,-,-,-,-
419,Eliminated,0,0,8,3,6,31.0%,100,0.93,80.0%,41.0%,31.0%,-,-,-,-,-,-,-,-
420,Eliminated,0,0,8,3,8,31.0%,100,1.06,92.0%,42.0%,31.0%,-,-,-,-,-,-,-,-
421,Eliminated,0,5,8,2,8,31.0%,100,6.40,88.0%,35.0%,31.0%,-,-,-,-,-,-,-,-
