# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
1303,Eliminated,5,0,0,2,6,16.0%,100,1.13,68.0%,16.0%,-,-,-,-,-,-,-,-,-
1304,Eliminated,5,0,2,3,4,16.0%,100,1.00,70.0%,16.0%,-,-,-,-,-,-,-,-,-
1305,Eliminated,5,0,6,3,4,16.0%,100,1.10,80.0%,16.0%,-,-,-,-,-,-,-,-,-
1306,Eliminated,5,5,2,3,6,16.0%,100,4.62,70.0%,16.0%,-,-,-,-,-,-,-,-,-
1307,Eliminated,10,0,0,3,10,16.0%,100,1.28,79.0%,16.0%,-,-,-,-,-,-,-,-,-
1308,Eliminated,10,0,2,2,4,16.0%,100,0.91,72.0%,16.0%,-,-,-,-,-,-,-,-,-
1309,Eliminated,15,0,0,2,10,16.0%,100,1.08,81.0%,16.0%,-,-,-,-,-,-,-,-,-
1310,Eliminated,15,0,8,2,4,16.0%,100,1.16,82.0%,16.0%,-,-,-,-,-,-,-,-,-
1311,Eliminated,15,5,0,2,8,16.0%,100,4.87,68.0%,16.0%,-,-,-,-,-,-,-,-,-
1312,Eliminated,15,10,2,3,10,16.0%,100,5.69,81.0%,16.0%,-,-,-,-,-,-,-,-,-
1313,Eliminated,20,0,2,1,6,16.0%,100,1.18,76.0%,16.0%,-,-,-,-,-,-,-,-,-
1314,Eliminated,20,0,2,2,6,16.0%,100,1.25,74.0%,16.0%,-,-,-,-,-,-,-,-,-
1315,Eliminated,20,0,2,3,6,16.0%,100,1.18,73.0%,16.0%,-,-,-,-,-,-,-,-,-
1316,Eliminated,20,0,4,2,4,16.0%,100,1.19,88.0%,16.0%,-,-,-,-,-,-,-,-,-
1317,Eliminated,20,0,8,2,4,16.0%,100,1.06,81.0%,16.0%,-,-,-,-,-,-,-,-,-
1318,Eliminated,20,5,0,2,10,16.0%,100,5.41,68.0%,16.0%,-,-,-,-,-,-,-,-,-
1319,Eliminated,20,5,2,2,6,16.0%,100,5.15,68.0%,16.0%,-,-,-,-,-,-,-,-,-
1320,Eliminated,20,15,2,3,8,16.0%,100,6.03,75.0%,16.0%,-,-,-,-,-,-,-,-,-
1321,Eliminated,0,10,10,1,8,15.0%,100,6.43,80.0%,15.0%,-,-,-,-,-,-,-,-,-
1322,Eliminated,5,0,10,3,4,15.0%,100,0.72,79.0%,15.0%,-,-,-,-,-,-,-,-,-
1323,Eliminated,10,0,10,1,4,15.0%,100,1.02,86.0%,15.0%,-,-,-,-,-,-,-,-,-
1324,Eliminated,15,0,0,1,6,15.0%,100,1.00,71.0%,15.0%,-,-,-,-,-,-,-,-,-
1325,Eliminated,15,0,4,1,4,15.0%,100,1.06,72.0%,15.0%,-,-,-,-,-,-,-,-,-
1326,Eliminated,15,5,2,1,6,15.0%,100,5.17,69.0%,15.0%,-,-,-,-,-,-,-,-,-
1327,Eliminated,15,20,2,3,8,15.0%,100,5.61,74.0%,15.0%,-,-,-,-,-,-,-,-,-
1328,Eliminated,20,0,0,1,8,15.0%,100,1.54,79.0%,15.0%,-,-,-,-,-,-,-,-,-
1329,Eliminated,20,0,10,2,4,15.0%,100,0.76,79.0%,15.0%,-,-,-,-,-,-,-,-,-
1330,Eliminated,20,15,2,2,8,15.0%,100,6.08,69.0%,15.0%,-,-,-,-,-,-,-,-,-
1331,Eliminated,0,10,10,1,6,14.0%,100,6.77,81.0%,14.0%,-,-,-,-,-,-,-,-,-
1332,Eliminated,5,15,0,1,8,14.0%,100,5.94,69.0%,14.0%,-,-,-,-,-,-,-,-,-
1333,Eliminated,10,0,6,2,4,14.0%,100,1.05,80.0%,14.0%,-,-,-,-,-,-,-,-,-
1334,Eliminated,15,0,2,3,4,14.0%,100,0.99,68.0%,14.0%,-,-,-,-,-,-,-,-,-
1335,Eliminated,20,0,0,3,8,14.0%,100,1.19,77.0%,14.0%,-,-,-,-,-,-,-,-,-
1336,Eliminated,0,10,10,1,10,13.0%,100,7.13,88.0%,13.0%,-,-,-,-,-,-,-,-,-
1337,Eliminated,0,15,6,1,10,13.0%,100,7.41,79.0%,13.0%,-,-,-,-,-,-,-,-,-
1338,Eliminated,5,10,0,3,10,13.0%,100,5.23,71.0%,13.0%,-,-,-,-,-,-,-,-,-
1339,Eliminated,15,0,0,1,8,13.0%,100,1.26,76.0%,13.0%,-,-,-,-,-,-,-,-,-
1340,Eliminated,15,0,4,3,4,13.0%,100,1.00,79.0%,13.0%,-,-,-,-,-,-,-,-,-
1341,Eliminated,15,0,10,2,4,13.0%,100,1.01,77.0%,13.0%,-,-,-,-,-,-,-,-,-
1342,Eliminated,20,0,10,3,4,13.0%,100,1.00,79.0%,13.0%,-,-,-,-,-,-,-,-,-
1343,Eliminated,0,0,0,3,8,12.0%,100,0.73,75.0%,12.0%,-,-,-,-,-,-,-,-,-
1344,Eliminated,20,20,0,3,10,11.9%,101,5.62,69.0%,11.9%,-,-,-,-,-,-,-,-,-
1345,Eliminated,5,0,10,2,4,11.0%,100,0.73,78.0%,11.0%,-,-,-,-,-,-,-,-,-
1346,Eliminated,10,0,2,3,6,11.0%,100,1.11,82.0%,11.0%,-,-,-,-,-,-,-,-,-
1347,Eliminated,20,10,0,1,10,11.0%,100,6.02,71.0%,11.0%,-,-,-,-,-,-,-,-,-
1348,Eliminated,0,5,0,2,10,9.0%,100,3.95,75.0%,9.0%,-,-,-,-,-,-,-,-,-
1349,Eliminated,20,0,2,3,4,9.0%,100,1.12,69.0%,9.0%,-,-,-,-,-,-,-,-,-
1350,Eliminated,10,20,0,3,8,8.0%,100,5.56,70.0%,8.0%,-,-,-,-,-,-,-,-,-
1351,Eliminated,20,10,6,2,4,68.0%,100,2.81,68.0%,-,-,-,-,-,-,-,-,-,-
1352,Eliminated,20,20,0,2,8,68.0%,100,2.87,68.0%,-,-,-,-,-,-,-,-,-,-
1353,Eliminated,20,20,6,3,4,68.0%,100,3.35,68.0%,-,-,-,-,-,-,-,-,-,-
1354,Eliminated,0,0,0,3,10,67.0%,100,0.46,67.0%,-,-,-,-,-,-,-,-,-,-
1355,Eliminated,0,0,2,2,6,67.0%,100,0.34,67.0%,-,-,-,-,-,-,-,-,-,-
1356,Eliminated,0,5,2,1,2,67.0%,100,2.32,67.0%,-,-,-,-,-,-,-,-,-,-
1357,Eliminated,0,5,2,3,8,67.0%,100,2.14,67.0%,-,-,-,-,-,-,-,-,-,-
1358,Eliminated,0,5,6,2,4,67.0%,100,1.81,67.0%,-,-,-,-,-,-,-,-,-,-
1359,Eliminated,0,5,10,3,4,67.0%,100,1.55,67.0%,-,-,-,-,-,-,-,-,-,-
1360,Eliminated,0,10,4,1,6,67.0%,100,3.30,67.0%,-,-,-,-,-,-,-,-,-,-
1361,Eliminated,0,10,6,1,2,67.0%,100,3.20,67.0%,-,-,-,-,-,-,-,-,-,-
1362,Eliminated,0,15,0,2,10,67.0%,100,2.65,67.0%,-,-,-,-,-,-,-,-,-,-
1363,Eliminated,0,15,2,1,2,67.0%,100,3.95,67.0%,-,-,-,-,-,-,-,-,-,-
1364,Eliminated,0,15,4,2,4,67.0%,100,3.19,67.0%,-,-,-,-,-,-,-,-,-,-
1365,Eliminated,0,20,4,1,10,67.0%,100,4.18,67.0%,-,-,-,-,-,-,-,-,-,-
1366,Eliminated,5,15,0,1,10,67.0%,100,2.82,67.0%,-,-,-,-,-,-,-,-,-,-
1367,Eliminated,5,20,10,2,4,67.0%,100,3.28,67.0%,-,-,-,-,-,-,-,-,-,-
1368,Eliminated,10,15,0,2,8,67.0%,100,2.92,67.0%,-,-,-,-,-,-,-,-,-,-
1369,Eliminated,10,15,2,2,10,67.0%,100,2.64,67.0%,-,-,-,-,-,-,-,-,-,-
1370,Eliminated,10,15,4,3,6,67.0%,100,2.93,67.0%,-,-,-,-,-,-,-,-,-,-
1371,Eliminated,10,20,2,1,10,67.0%,100,2.98,67.0%,-,-,-,-,-,-,-,-,-,-
1372,Eliminated,15,0,0,2,6,67.0%,100,0.57,67.0%,-,-,-,-,-,-,-,-,-,-
1373,Eliminated,15,0,0,2,8,67.0%,100,0.67,67.0%,-,-,-,-,-,-,-,-,-,-
1374,Eliminated,15,5,2,1,8,67.0%,100,2.88,67.0%,-,-,-,-,-,-,-,-,-,-
1375,Eliminated,15,5,8,3,4,67.0%,100,2.37,67.0%,-,-,-,-,-,-,-,-,-,-
1376,Eliminated,15,10,2,2,8,67.0%,100,2.95,67.0%,-,-,-,-,-,-,-,-,-,-
1377,Eliminated,15,10,10,1,2,67.0%,100,3.74,67.0%,-,-,-,-,-,-,-,-,-,-
1378,Eliminated,20,0,0,2,6,67.0%,100,0.59,67.0%,-,-,-,-,-,-,-,-,-,-
1379,Eliminated,20,0,0,3,6,67.0%,100,0.65,67.0%,-,-,-,-,-,-,-,-,-,-
1380,Eliminated,20,5,0,3,8,67.0%,100,2.70,67.0%,-,-,-,-,-,-,-,-,-,-
1381,Eliminated,20,10,2,3,10,67.0%,100,2.96,67.0%,-,-,-,-,-,-,-,-,-,-
1382,Eliminated,20,10,4,2,4,67.0%,100,2.98,67.0%,-,-,-,-,-,-,-,-,-,-
1383,Eliminated,20,15,6,2,4,67.0%,100,3.06,67.0%,-,-,-,-,-,-,-,-,-,-
1384,Eliminated,20,15,8,1,2,67.0%,100,3.05,67.0%,-,-,-,-,-,-,-,-,-,-
1385,Eliminated,20,20,0,2,10,67.0%,100,2.88,67.0%,-,-,-,-,-,-,-,-,-,-
1386,Eliminated,20,20,2,1,8,67.0%,100,2.83,67.0%,-,-,-,-,-,-,-,-,-,-
1387,Eliminated,20,20,2,3,4,67.0%,100,2.97,67.0%,-,-,-,-,-,-,-,-,-,-
1388,Eliminated,0,0,2,3,6,66.0%,100,0.26,66.0%,-,-,-,-,-,-,-,-,-,-
1389,Eliminated,0,5,2,1,6,66.0%,100,2.35,66.0%,-,-,-,-,-,-,-,-,-,-
1390,Eliminated,0,5,4,3,6,66.0%,100,1.96,66.0%,-,-,-,-,-,-,-,-,-,-
1391,Eliminated,0,10,6,2,4,66.0%,100,2.85,66.0%,-,-,-,-,-,-,-,-,-,-
1392,Eliminated,0,10,8,1,2,66.0%,100,3.03,66.0%,-,-,-,-,-,-,-,-,-,-
1393,Eliminated,0,15,0,1,10,66.0%,100,3.84,66.0%,-,-,-,-,-,-,-,-,-,-
1394,Eliminated,0,15,0,3,10,66.0%,100,2.45,66.0%,-,-,-,-,-,-,-,-,-,-
1395,Eliminated,0,20,4,1,4,66.0%,100,4.21,66.0%,-,-,-,-,-,-,-,-,-,-
1396,Eliminated,5,5,2,1,4,66.0%,100,2.55,66.0%,-,-,-,-,-,-,-,-,-,-
1397,Eliminated,5,5,2,1,6,66.0%,100,2.86,66.0%,-,-,-,-,-,-,-,-,-,-
1398,Eliminated,5,5,2,1,8,66.0%,100,2.62,66.0%,-,-,-,-,-,-,-,-,-,-
1399,Eliminated,5,5,2,2,8,66.0%,100,2.75,66.0%,-,-,-,-,-,-,-,-,-,-
1400,Eliminated,5,5,4,2,4,66.0%,100,2.21,66.0%,-,-,-,-,-,-,-,-,-,-
1401,Eliminated,5,5,10,1,2,66.0%,100,3.46,66.0%,-,-,-,-,-,-,-,-,-,-
1402,Eliminated,5,10,0,1,10,66.0%,100,2.88,66.0%,-,-,-,-,-,-,-,-,-,-
1403,Eliminated,5,10,10,1,4,66.0%,100,3.81,66.0%,-,-,-,-,-,-,-,-,-,-
1404,Eliminated,5,15,2,3,8,66.0%,100,2.80,66.0%,-,-,-,-,-,-,-,-,-,-
1405,Eliminated,5,15,4,1,4,66.0%,100,3.88,66.0%,-,-,-,-,-,-,-,-,-,-
1406,Eliminated,10,0,8,3,2,66.0%,100,0.44,66.0%,-,-,-,-,-,-,-,-,-,-
1407,Eliminated,10,5,0,3,10,66.0%,100,2.78,66.0%,-,-,-,-,-,-,-,-,-,-
1408,Eliminated,10,5,8,1,2,66.0%,100,2.21,66.0%,-,-,-,-,-,-,-,-,-,-
1409,Eliminated,10,10,2,2,6,66.0%,100,3.08,66.0%,-,-,-,-,-,-,-,-,-,-
1410,Eliminated,10,15,6,2,4,66.0%,100,3.13,66.0%,-,-,-,-,-,-,-,-,-,-
1411,Eliminated,10,20,0,2,8,66.0%,100,2.96,66.0%,-,-,-,-,-,-,-,-,-,-
1412,Eliminated,10,20,6,2,4,66.0%,100,2.90,66.0%,-,-,-,-,-,-,-,-,-,-
1413,Eliminated,15,5,0,2,10,66.0%,100,2.84,66.0%,-,-,-,-,-,-,-,-,-,-
1414,Eliminated,15,5,8,2,4,66.0%,100,2.18,66.0%,-,-,-,-,-,-,-,-,-,-
1415,Eliminated,15,10,0,1,8,66.0%,100,2.99,66.0%,-,-,-,-,-,-,-,-,-,-
1416,Eliminated,15,10,2,1,6,66.0%,100,3.49,66.0%,-,-,-,-,-,-,-,-,-,-
1417,Eliminated,15,10,4,3,4,66.0%,100,3.04,66.0%,-,-,-,-,-,-,-,-,-,-
1418,Eliminated,15,10,10,1,4,66.0%,100,3.89,66.0%,-,-,-,-,-,-,-,-,-,-
1419,Eliminated,15,15,0,1,8,66.0%,100,3.02,66.0%,-,-,-,-,-,-,-,-,-,-
1420,Eliminated,15,15,0,2,8,66.0%,100,2.76,66.0%,-,-,-,-,-,-,-,-,-,-
1421,Eliminated,15,20,2,1,6,66.0%,100,3.19,66.0%,-,-,-,-,-,-,-,-,-,-
1422,Eliminated,15,20,6,2,4,66.0%,100,3.21,66.0%,-,-,-,-,-,-,-,-,-,-
1423,Eliminated,20,0,6,1,2,66.0%,100,0.53,66.0%,-,-,-,-,-,-,-,-,-,-
1424,Eliminated,20,0,8,2,2,66.0%,100,0.48,66.0%,-,-,-,-,-,-,-,-,-,-
1425,Eliminated,20,5,2,1,6,66.0%,100,2.90,66.0%,-,-,-,-,-,-,-,-,-,-
1426,Eliminated,20,5,2,2,8,66.0%,100,2.72,66.0%,-,-,-,-,-,-,-,-,-,-
1427,Eliminated,20,5,4,1,2,66.0%,100,2.29,66.0%,-,-,-,-,-,-,-,-,-,-
1428,Eliminated,20,10,4,1,6,66.0%,100,3.40,66.0%,-,-,-,-,-,-,-,-,-,-
1429,Eliminated,20,15,0,1,8,66.0%,100,2.94,66.0%,-,-,-,-,-,-,-,-,-,-
1430,Eliminated,20,20,2,2,8,66.0%,100,3.18,66.0%,-,-,-,-,-,-,-,-,-,-
1431,Eliminated,20,20,4,2,6,66.0%,100,3.22,66.0%,-,-,-,-,-,-,-,-,-,-
1432,Eliminated,20,20,10,2,4,66.0%,100,3.02,66.0%,-,-,-,-,-,-,-,-,-,-
1433,Eliminated,0,0,0,2,8,65.0%,100,0.49,65.0%,-,-,-,-,-,-,-,-,-,-
1434,Eliminated,0,5,4,1,2,65.0%,100,2.47,65.0%,-,-,-,-,-,-,-,-,-,-
1435,Eliminated,0,5,6,1,2,65.0%,100,2.43,65.0%,-,-,-,-,-,-,-,-,-,-
1436,Eliminated,0,10,0,3,10,65.0%,100,2.48,65.0%,-,-,-,-,-,-,-,-,-,-
1437,Eliminated,0,10,2,1,8,65.0%,100,3.74,65.0%,-,-,-,-,-,-,-,-,-,-
1438,Eliminated,0,10,2,3,8,65.0%,100,2.64,65.0%,-,-,-,-,-,-,-,-,-,-
1439,Eliminated,0,10,4,2,4,65.0%,100,2.73,65.0%,-,-,-,-,-,-,-,-,-,-
1440,Eliminated,0,10,10,2,2,65.0%,100,3.24,65.0%,-,-,-,-,-,-,-,-,-,-
1441,Eliminated,0,15,2,1,10,65.0%,100,4.16,65.0%,-,-,-,-,-,-,-,-,-,-
1442,Eliminated,0,15,2,3,10,65.0%,100,2.41,65.0%,-,-,-,-,-,-,-,-,-,-
1443,Eliminated,0,15,10,2,2,65.0%,100,3.53,65.0%,-,-,-,-,-,-,-,-,-,-
1444,Eliminated,0,20,0,2,10,65.0%,100,2.49,65.0%,-,-,-,-,-,-,-,-,-,-
1445,Eliminated,0,20,2,2,8,65.0%,100,2.91,65.0%,-,-,-,-,-,-,-,-,-,-
1446,Eliminated,0,20,2,3,10,65.0%,100,2.73,65.0%,-,-,-,-,-,-,-,-,-,-
1447,Eliminated,0,20,10,2,4,65.0%,100,3.89,65.0%,-,-,-,-,-,-,-,-,-,-
1448,Eliminated,5,0,0,1,6,65.0%,100,0.55,65.0%,-,-,-,-,-,-,-,-,-,-
1449,Eliminated,5,0,2,3,6,65.0%,100,0.64,65.0%,-,-,-,-,-,-,-,-,-,-
1450,Eliminated,5,5,0,1,10,65.0%,100,2.73,65.0%,-,-,-,-,-,-,-,-,-,-
1451,Eliminated,5,5,10,3,4,65.0%,100,1.92,65.0%,-,-,-,-,-,-,-,-,-,-
1452,Eliminated,5,10,8,2,4,65.0%,100,2.77,65.0%,-,-,-,-,-,-,-,-,-,-
1453,Eliminated,5,15,0,3,8,65.0%,100,3.02,65.0%,-,-,-,-,-,-,-,-,-,-
1454,Eliminated,5,15,2,2,8,65.0%,100,3.12,65.0%,-,-,-,-,-,-,-,-,-,-
1455,Eliminated,5,20,2,1,10,65.0%,100,2.89,65.0%,-,-,-,-,-,-,-,-,-,-
1456,Eliminated,10,0,0,1,6,65.0%,100,0.67,65.0%,-,-,-,-,-,-,-,-,-,-
1457,Eliminated,10,5,8,3,4,65.0%,100,2.26,65.0%,-,-,-,-,-,-,-,-,-,-
1458,Eliminated,10,15,0,1,10,65.0%,100,2.98,65.0%,-,-,-,-,-,-,-,-,-,-
1459,Eliminated,10,15,4,2,4,65.0%,100,2.94,65.0%,-,-,-,-,-,-,-,-,-,-
1460,Eliminated,10,15,4,2,6,65.0%,100,3.18,65.0%,-,-,-,-,-,-,-,-,-,-
1461,Eliminated,10,20,0,1,8,65.0%,100,2.56,65.0%,-,-,-,-,-,-,-,-,-,-
1462,Eliminated,10,20,6,3,4,65.0%,100,2.97,65.0%,-,-,-,-,-,-,-,-,-,-
1463,Eliminated,10,20,10,3,4,65.0%,100,2.93,65.0%,-,-,-,-,-,-,-,-,-,-
1464,Eliminated,15,10,0,2,8,65.0%,100,2.92,65.0%,-,-,-,-,-,-,-,-,-,-
1465,Eliminated,15,10,0,2,10,65.0%,100,2.73,65.0%,-,-,-,-,-,-,-,-,-,-
1466,Eliminated,15,15,0,2,10,65.0%,100,3.12,65.0%,-,-,-,-,-,-,-,-,-,-
1467,Eliminated,15,20,4,2,4,65.0%,100,2.89,65.0%,-,-,-,-,-,-,-,-,-,-
1468,Eliminated,20,10,2,2,10,65.0%,100,2.84,65.0%,-,-,-,-,-,-,-,-,-,-
1469,Eliminated,20,15,0,3,10,65.0%,100,2.76,65.0%,-,-,-,-,-,-,-,-,-,-
1470,Eliminated,0,0,0,1,8,64.0%,100,0.37,64.0%,-,-,-,-,-,-,-,-,-,-
1471,Eliminated,0,5,0,3,10,64.0%,100,2.00,64.0%,-,-,-,-,-,-,-,-,-,-
1472,Eliminated,0,5,8,1,2,64.0%,100,2.40,64.0%,-,-,-,-,-,-,-,-,-,-
1473,Eliminated,0,10,2,1,6,64.0%,100,3.78,64.0%,-,-,-,-,-,-,-,-,-,-
1474,Eliminated,0,10,6,3,4,64.0%,100,2.45,64.0%,-,-,-,-,-,-,-,-,-,-
1475,Eliminated,0,10,8,3,4,64.0%,100,2.33,64.0%,-,-,-,-,-,-,-,-,-,-
1476,Eliminated,0,15,4,1,2,64.0%,100,3.74,64.0%,-,-,-,-,-,-,-,-,-,-
1477,Eliminated,0,20,10,1,2,64.0%,100,3.67,64.0%,-,-,-,-,-,-,-,-,-,-
1478,Eliminated,5,5,0,3,8,64.0%,100,2.57,64.0%,-,-,-,-,-,-,-,-,-,-
1479,Eliminated,5,5,6,1,2,64.0%,100,1.98,64.0%,-,-,-,-,-,-,-,-,-,-
1480,Eliminated,5,5,6,3,4,64.0%,100,2.31,64.0%,-,-,-,-,-,-,-,-,-,-
1481,Eliminated,5,10,2,1,4,64.0%,100,2.96,64.0%,-,-,-,-,-,-,-,-,-,-
1482,Eliminated,5,10,4,3,4,64.0%,100,2.87,64.0%,-,-,-,-,-,-,-,-,-,-
1483,Eliminated,5,15,2,1,8,64.0%,100,3.06,64.0%,-,-,-,-,-,-,-,-,-,-
1484,Eliminated,5,15,6,3,4,64.0%,100,2.84,64.0%,-,-,-,-,-,-,-,-,-,-
1485,Eliminated,5,15,10,1,2,64.0%,100,4.22,64.0%,-,-,-,-,-,-,-,-,-,-
1486,Eliminated,5,20,2,3,8,64.0%,100,2.80,64.0%,-,-,-,-,-,-,-,-,-,-
1487,Eliminated,5,20,4,2,4,64.0%,100,3.18,64.0%,-,-,-,-,-,-,-,-,-,-
1488,Eliminated,5,20,8,3,4,64.0%,100,3.03,64.0%,-,-,-,-,-,-,-,-,-,-
1489,Eliminated,10,5,0,1,6,64.0%,100,2.61,64.0%,-,-,-,-,-,-,-,-,-,-
1490,Eliminated,10,5,0,3,8,64.0%,100,2.93,64.0%,-,-,-,-,-,-,-,-,-,-
1491,Eliminated,10,10,0,3,10,64.0%,100,2.98,64.0%,-,-,-,-,-,-,-,-,-,-
1492,Eliminated,10,10,2,2,8,64.0%,100,3.05,64.0%,-,-,-,-,-,-,-,-,-,-
1493,Eliminated,10,20,0,1,10,64.0%,100,2.84,64.0%,-,-,-,-,-,-,-,-,-,-
1494,Eliminated,10,20,2,1,6,64.0%,100,3.18,64.0%,-,-,-,-,-,-,-,-,-,-
1495,Eliminated,10,20,4,3,4,64.0%,100,2.98,64.0%,-,-,-,-,-,-,-,-,-,-
1496,Eliminated,15,0,2,1,4,64.0%,100,0.59,64.0%,-,-,-,-,-,-,-,-,-,-
1497,Eliminated,15,5,2,3,6,64.0%,100,2.44,64.0%,-,-,-,-,-,-,-,-,-,-
1498,Eliminated,15,15,6,2,4,64.0%,100,2.85,64.0%,-,-,-,-,-,-,-,-,-,-
1499,Eliminated,15,20,0,1,10,64.0%,100,2.79,64.0%,-,-,-,-,-,-,-,-,-,-
1500,Eliminated,20,0,2,1,2,64.0%,100,0.46,64.0%,-,-,-,-,-,-,-,-,-,-
1501,Eliminated,20,0,2,1,4,64.0%,100,0.69,64.0%,-,-,-,-,-,-,-,-,-,-
1502,Eliminated,20,0,4,1,2,64.0%,100,0.49,64.0%,-,-,-,-,-,-,-,-,-,-
1503,Eliminated,20,0,6,2,2,64.0%,100,0.50,64.0%,-,-,-,-,-,-,-,-,-,-
1504,Eliminated,20,5,0,1,8,64.0%,100,2.57,64.0%,-,-,-,-,-,-,-,-,-,-
1505,Eliminated,20,10,0,3,8,64.0%,100,3.07,64.0%,-,-,-,-,-,-,-,-,-,-
1506,Eliminated,20,10,2,2,6,64.0%,100,3.21,64.0%,-,-,-,-,-,-,-,-,-,-
1507,Eliminated,20,20,0,3,8,64.0%,100,2.70,64.0%,-,-,-,-,-,-,-,-,-,-
1508,Eliminated,20,20,2,1,4,64.0%,100,3.16,64.0%,-,-,-,-,-,-,-,-,-,-
1509,Eliminated,20,20,2,1,6,64.0%,100,3.27,64.0%,-,-,-,-,-,-,-,-,-,-
1510,Eliminated,20,20,4,3,6,64.0%,100,3.13,64.0%,-,-,-,-,-,-,-,-,-,-
1511,Eliminated,20,20,8,2,4,64.0%,100,3.27,64.0%,-,-,-,-,-,-,-,-,-,-
1512,Eliminated,20,20,10,1,2,64.0%,100,4.08,64.0%,-,-,-,-,-,-,-,-,-,-
1513,Eliminated,0,10,10,3,4,63.0%,100,2.19,63.0%,-,-,-,-,-,-,-,-,-,-
1514,Eliminated,0,15,6,1,2,63.0%,100,3.69,63.0%,-,-,-,-,-,-,-,-,-,-
1515,Eliminated,0,20,4,3,6,63.0%,100,2.84,63.0%,-,-,-,-,-,-,-,-,-,-
1516,Eliminated,0,20,10,1,4,63.0%,100,4.16,63.0%,-,-,-,-,-,-,-,-,-,-
1517,Eliminated,5,0,0,3,6,63.0%,100,0.63,63.0%,-,-,-,-,-,-,-,-,-,-
1518,Eliminated,5,10,6,3,4,63.0%,100,2.63,63.0%,-,-,-,-,-,-,-,-,-,-
1519,Eliminated,5,15,4,2,4,63.0%,100,3.05,63.0%,-,-,-,-,-,-,-,-,-,-
1520,Eliminated,5,20,2,2,6,63.0%,100,2.94,63.0%,-,-,-,-,-,-,-,-,-,-
1521,Eliminated,5,20,4,1,4,63.0%,100,3.70,63.0%,-,-,-,-,-,-,-,-,-,-
1522,Eliminated,5,20,10,3,4,63.0%,100,2.82,63.0%,-,-,-,-,-,-,-,-,-,-
1523,Eliminated,10,0,0,3,6,63.0%,100,0.66,63.0%,-,-,-,-,-,-,-,-,-,-
1524,Eliminated,10,20,2,3,6,63.0%,100,2.76,63.0%,-,-,-,-,-,-,-,-,-,-
1525,Eliminated,10,20,8,3,4,63.0%,100,2.99,63.0%,-,-,-,-,-,-,-,-,-,-
1526,Eliminated,10,20,10,1,2,63.0%,100,4.08,63.0%,-,-,-,-,-,-,-,-,-,-
1527,Eliminated,15,0,2,2,6,63.0%,100,0.66,63.0%,-,-,-,-,-,-,-,-,-,-
1528,Eliminated,15,5,2,1,4,63.0%,100,2.33,63.0%,-,-,-,-,-,-,-,-,-,-
1529,Eliminated,15,10,10,3,4,63.0%,100,2.71,63.0%,-,-,-,-,-,-,-,-,-,-
1530,Eliminated,15,15,2,1,4,63.0%,100,2.97,63.0%,-,-,-,-,-,-,-,-,-,-
1531,Eliminated,15,20,2,2,6,63.0%,100,2.92,63.0%,-,-,-,-,-,-,-,-,-,-
1532,Eliminated,15,20,10,2,4,63.0%,100,3.41,63.0%,-,-,-,-,-,-,-,-,-,-
1533,Eliminated,15,20,10,3,4,63.0%,100,2.68,63.0%,-,-,-,-,-,-,-,-,-,-
1534,Eliminated,20,5,6,1,2,63.0%,100,2.18,63.0%,-,-,-,-,-,-,-,-,-,-
1535,Eliminated,20,10,4,3,4,63.0%,100,2.96,63.0%,-,-,-,-,-,-,-,-,-,-
1536,Eliminated,20,15,0,3,8,63.0%,100,2.65,63.0%,-,-,-,-,-,-,-,-,-,-
1537,Eliminated,20,15,2,1,6,63.0%,100,3.07,63.0%,-,-,-,-,-,-,-,-,-,-
1538,Eliminated,0,0,2,1,6,62.0%,100,0.37,62.0%,-,-,-,-,-,-,-,-,-,-
1539,Eliminated,0,0,2,3,4,62.0%,100,0.27,62.0%,-,-,-,-,-,-,-,-,-,-
1540,Eliminated,0,5,0,1,8,62.0%,100,2.74,62.0%,-,-,-,-,-,-,-,-,-,-
1541,Eliminated,0,5,0,1,10,62.0%,100,2.73,62.0%,-,-,-,-,-,-,-,-,-,-
1542,Eliminated,0,10,2,1,2,62.0%,100,3.48,62.0%,-,-,-,-,-,-,-,-,-,-
1543,Eliminated,0,15,10,3,4,62.0%,100,2.43,62.0%,-,-,-,-,-,-,-,-,-,-
1544,Eliminated,0,20,0,1,10,62.0%,100,3.93,62.0%,-,-,-,-,-,-,-,-,-,-
1545,Eliminated,0,20,0,3,10,62.0%,100,2.55,62.0%,-,-,-,-,-,-,-,-,-,-
1546,Eliminated,5,0,2,2,4,62.0%,100,0.55,62.0%,-,-,-,-,-,-,-,-,-,-
1547,Eliminated,5,10,0,3,8,62.0%,100,2.70,62.0%,-,-,-,-,-,-,-,-,-,-
1548,Eliminated,5,20,0,2,8,62.0%,100,3.10,62.0%,-,-,-,-,-,-,-,-,-,-
1549,Eliminated,5,20,0,2,10,62.0%,100,2.80,62.0%,-,-,-,-,-,-,-,-,-,-
1550,Eliminated,5,20,2,3,6,62.0%,100,2.72,62.0%,-,-,-,-,-,-,-,-,-,-
