Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
1296,Eliminated,15,15,2,1,2,30.0%,50,6.44,72.0%,30.0%,-,-,-,-,-,-,-,-,-
1297,Eliminated,20,0,2,1,8,30.0%,50,2.20,86.0%,30.0%,-,-,-,-,-,-,-,-,-
1298,Eliminated,20,0,6,1,0,30.0%,50,2.48,72.0%,30.0%,-,-,-,-,-,-,-,-,-
1299,Eliminated,20,0,6,2,2,30.0%,50,2.48,76.0%,30.0%,-,-,-,-,-,-,-,-,-
1300,Eliminated,20,0,8,1,2,30.0%,50,2.90,74.0%,30.0%,-,-,-,-,-,-,-,-,-
1301,Eliminated,20,0,8,2,2,30.0%,50,2.44,84.0%,30.0%,-,-,-,-,-,-,-,-,-
1302,Eliminated,20,5,0,2,8,30.0%,50,5.12,76.0%,30.0%,-,-,-,-,-,-,-,-,-
1303,Eliminated,20,10,4,1,6,30.0%,50,7.14,74.0%,30.0%,-,-,-,-,-,-,-,-,-
1304,Eliminated,20,15,2,1,4,30.0%,50,6.78,74.0%,30.0%,-,-,-,-,-,-,-,-,-
1305,Eliminated,0,0,0,1,4,28.0%,50,2.76,70.0%,28.0%,-,-,-,-,-,-,-,-,-
1306,Eliminated,0,0,4,1,0,28.0%,50,2.62,70.0%,28.0%,-,-,-,-,-,-,-,-,-
1307,Eliminated,10,0,2,1,2,28.0%,50,2.34,80.0%,28.0%,-,-,-,-,-,-,-,-,-
1308,Eliminated,10,0,4,2,0,28.0%,50,2.32,76.0%,28.0%,-,-,-,-,-,-,-,-,-
1309,Eliminated,10,0,10,1,2,28.0%,50,4.96,74.0%,28.0%,-,-,-,-,-,-,-,-,-
1310,Eliminated,10,10,8,1,2,28.0%,50,7.30,72.0%,28.0%,-,-,-,-,-,-,-,-,-
1311,Eliminated,20,0,4,2,0,28.0%,50,2.32,78.0%,28.0%,-,-,-,-,-,-,-,-,-
1312,Eliminated,20,0,10,1,4,28.0%,50,5.54,78.0%,28.0%,-,-,-,-,-,-,-,-,-
1313,Eliminated,20,5,6,1,8,28.0%,50,7.18,74.0%,28.0%,-,-,-,-,-,-,-,-,-
1314,Eliminated,20,5,10,3,0,28.0%,50,3.62,76.0%,28.0%,-,-,-,-,-,-,-,-,-
1315,Eliminated,0,10,6,2,6,26.0%,50,6.06,74.0%,26.0%,-,-,-,-,-,-,-,-,-
1316,Eliminated,5,0,8,1,4,26.0%,50,3.26,76.0%,26.0%,-,-,-,-,-,-,-,-,-
1317,Eliminated,5,0,8,1,10,26.0%,50,3.12,90.0%,26.0%,-,-,-,-,-,-,-,-,-
1318,Eliminated,5,15,6,1,4,26.0%,50,7.68,72.0%,26.0%,-,-,-,-,-,-,-,-,-
1319,Eliminated,10,0,10,1,8,26.0%,50,5.72,76.0%,26.0%,-,-,-,-,-,-,-,-,-
1320,Eliminated,15,5,6,1,10,26.0%,50,7.26,74.0%,26.0%,-,-,-,-,-,-,-,-,-
1321,Eliminated,15,10,4,1,8,26.0%,50,7.08,78.0%,26.0%,-,-,-,-,-,-,-,-,-
1322,Eliminated,20,0,8,3,2,26.0%,50,2.40,72.0%,26.0%,-,-,-,-,-,-,-,-,-
1323,Eliminated,20,15,6,1,8,26.0%,50,8.70,72.0%,26.0%,-,-,-,-,-,-,-,-,-
1324,Eliminated,5,5,4,1,10,24.0%,50,7.00,78.0%,24.0%,-,-,-,-,-,-,-,-,-
1325,Eliminated,5,5,8,1,4,24.0%,50,5.66,72.0%,24.0%,-,-,-,-,-,-,-,-,-
1326,Eliminated,5,20,10,3,10,24.0%,50,6.90,80.0%,24.0%,-,-,-,-,-,-,-,-,-
1327,Eliminated,10,0,8,1,0,24.0%,50,2.76,74.0%,24.0%,-,-,-,-,-,-,-,-,-
1328,Eliminated,10,5,6,1,10,24.0%,50,7.14,78.0%,24.0%,-,-,-,-,-,-,-,-,-
1329,Eliminated,15,0,10,3,0,24.0%,50,2.04,76.0%,24.0%,-,-,-,-,-,-,-,-,-
1330,Eliminated,15,10,4,1,6,24.0%,50,7.82,74.0%,24.0%,-,-,-,-,-,-,-,-,-
1331,Eliminated,15,20,10,2,2,24.0%,50,6.68,76.0%,24.0%,-,-,-,-,-,-,-,-,-
1332,Eliminated,20,0,6,3,2,24.0%,50,2.60,82.0%,24.0%,-,-,-,-,-,-,-,-,-
1333,Eliminated,0,0,6,1,8,22.0%,50,3.06,76.0%,22.0%,-,-,-,-,-,-,-,-,-
1334,Eliminated,0,5,6,2,10,22.0%,50,4.68,74.0%,22.0%,-,-,-,-,-,-,-,-,-
1335,Eliminated,0,10,8,2,6,22.0%,50,6.00,78.0%,22.0%,-,-,-,-,-,-,-,-,-
1336,Eliminated,10,0,6,1,0,22.0%,50,2.68,74.0%,22.0%,-,-,-,-,-,-,-,-,-
1337,Eliminated,15,0,10,1,6,22.0%,50,6.04,82.0%,22.0%,-,-,-,-,-,-,-,-,-
1338,Eliminated,15,5,2,1,8,22.0%,50,6.08,80.0%,22.0%,-,-,-,-,-,-,-,-,-
1339,Eliminated,15,10,8,1,4,22.0%,50,7.90,74.0%,22.0%,-,-,-,-,-,-,-,-,-
1340,Eliminated,0,0,6,1,6,20.0%,50,2.74,80.0%,20.0%,-,-,-,-,-,-,-,-,-
1341,Eliminated,0,0,8,1,4,20.0%,50,3.04,74.0%,20.0%,-,-,-,-,-,-,-,-,-
1342,Eliminated,5,5,0,1,6,20.0%,50,4.54,76.0%,20.0%,-,-,-,-,-,-,-,-,-
1343,Eliminated,5,5,6,1,2,20.0%,50,4.88,82.0%,20.0%,-,-,-,-,-,-,-,-,-
1344,Eliminated,15,20,4,1,10,20.0%,50,7.88,72.0%,20.0%,-,-,-,-,-,-,-,-,-
1345,Eliminated,20,5,6,1,10,20.0%,50,7.38,82.0%,20.0%,-,-,-,-,-,-,-,-,-
1346,Eliminated,20,5,8,1,8,18.0%,50,9.04,72.0%,18.0%,-,-,-,-,-,-,-,-,-
1347,Eliminated,0,5,10,2,4,16.0%,50,5.54,72.0%,16.0%,-,-,-,-,-,-,-,-,-
1348,Eliminated,10,5,6,1,8,14.0%,50,7.26,72.0%,14.0%,-,-,-,-,-,-,-,-,-
1349,Eliminated,15,10,6,1,8,14.0%,50,8.78,72.0%,14.0%,-,-,-,-,-,-,-,-,-
1350,Eliminated,0,5,2,1,2,6.0%,50,4.46,74.0%,6.0%,-,-,-,-,-,-,-,-,-
1351,Eliminated,0,5,6,2,8,70.0%,50,1.88,70.0%,-,-,-,-,-,-,-,-,-,-
1352,Eliminated,0,5,8,2,10,70.0%,50,2.66,70.0%,-,-,-,-,-,-,-,-,-,-
1353,Eliminated,0,5,8,3,0,70.0%,50,1.60,70.0%,-,-,-,-,-,-,-,-,-,-
1354,Eliminated,0,10,2,3,2,70.0%,50,2.30,70.0%,-,-,-,-,-,-,-,-,-,-
1355,Eliminated,0,10,4,2,4,70.0%,50,2.48,70.0%,-,-,-,-,-,-,-,-,-,-
1356,Eliminated,0,10,4,3,4,70.0%,50,2.44,70.0%,-,-,-,-,-,-,-,-,-,-
1357,Eliminated,0,10,6,3,2,70.0%,50,1.96,70.0%,-,-,-,-,-,-,-,-,-,-
1358,Eliminated,0,10,8,2,4,70.0%,50,2.82,70.0%,-,-,-,-,-,-,-,-,-,-
1359,Eliminated,0,10,8,3,10,70.0%,50,3.18,70.0%,-,-,-,-,-,-,-,-,-,-
1360,Eliminated,0,15,0,2,0,70.0%,50,2.48,70.0%,-,-,-,-,-,-,-,-,-,-
1361,Eliminated,0,15,2,3,8,70.0%,50,2.64,70.0%,-,-,-,-,-,-,-,-,-,-
1362,Eliminated,0,15,4,2,0,70.0%,50,2.90,70.0%,-,-,-,-,-,-,-,-,-,-
1363,Eliminated,0,15,6,3,10,70.0%,50,2.78,70.0%,-,-,-,-,-,-,-,-,-,-
1364,Eliminated,0,20,2,2,8,70.0%,50,3.28,70.0%,-,-,-,-,-,-,-,-,-,-
1365,Eliminated,0,20,2,3,8,70.0%,50,2.80,70.0%,-,-,-,-,-,-,-,-,-,-
1366,Eliminated,0,20,4,2,2,70.0%,50,3.36,70.0%,-,-,-,-,-,-,-,-,-,-
1367,Eliminated,0,20,8,3,4,70.0%,50,3.20,70.0%,-,-,-,-,-,-,-,-,-,-
1368,Eliminated,5,0,0,3,0,70.0%,50,1.26,70.0%,-,-,-,-,-,-,-,-,-,-
1369,Eliminated,5,0,4,2,2,70.0%,50,1.10,70.0%,-,-,-,-,-,-,-,-,-,-
1370,Eliminated,5,0,6,1,4,70.0%,50,1.22,70.0%,-,-,-,-,-,-,-,-,-,-
1371,Eliminated,5,0,8,1,0,70.0%,50,1.04,70.0%,-,-,-,-,-,-,-,-,-,-
1372,Eliminated,5,5,0,3,10,70.0%,50,3.00,70.0%,-,-,-,-,-,-,-,-,-,-
1373,Eliminated,5,5,2,1,6,70.0%,50,2.42,70.0%,-,-,-,-,-,-,-,-,-,-
1374,Eliminated,5,5,2,3,4,70.0%,50,2.04,70.0%,-,-,-,-,-,-,-,-,-,-
1375,Eliminated,5,5,4,1,4,70.0%,50,2.62,70.0%,-,-,-,-,-,-,-,-,-,-
1376,Eliminated,5,5,8,2,2,70.0%,50,2.16,70.0%,-,-,-,-,-,-,-,-,-,-
1377,Eliminated,5,5,10,3,2,70.0%,50,1.80,70.0%,-,-,-,-,-,-,-,-,-,-
1378,Eliminated,5,10,4,2,4,70.0%,50,3.06,70.0%,-,-,-,-,-,-,-,-,-,-
1379,Eliminated,5,10,6,3,2,70.0%,50,2.30,70.0%,-,-,-,-,-,-,-,-,-,-
1380,Eliminated,5,15,2,3,4,70.0%,50,3.10,70.0%,-,-,-,-,-,-,-,-,-,-
1381,Eliminated,5,15,2,3,10,70.0%,50,2.84,70.0%,-,-,-,-,-,-,-,-,-,-
1382,Eliminated,5,15,4,2,4,70.0%,50,3.32,70.0%,-,-,-,-,-,-,-,-,-,-
1383,Eliminated,5,15,4,3,10,70.0%,50,4.00,70.0%,-,-,-,-,-,-,-,-,-,-
1384,Eliminated,5,15,6,2,8,70.0%,50,4.00,70.0%,-,-,-,-,-,-,-,-,-,-
1385,Eliminated,5,15,8,1,4,70.0%,50,4.20,70.0%,-,-,-,-,-,-,-,-,-,-
1386,Eliminated,5,15,8,3,2,70.0%,50,3.12,70.0%,-,-,-,-,-,-,-,-,-,-
1387,Eliminated,5,15,8,3,4,70.0%,50,2.88,70.0%,-,-,-,-,-,-,-,-,-,-
1388,Eliminated,5,15,10,2,2,70.0%,50,2.98,70.0%,-,-,-,-,-,-,-,-,-,-
1389,Eliminated,5,20,0,2,6,70.0%,50,2.56,70.0%,-,-,-,-,-,-,-,-,-,-
1390,Eliminated,5,20,8,3,2,70.0%,50,3.30,70.0%,-,-,-,-,-,-,-,-,-,-
1391,Eliminated,10,0,0,2,0,70.0%,50,1.26,70.0%,-,-,-,-,-,-,-,-,-,-
1392,Eliminated,10,0,0,3,2,70.0%,50,1.16,70.0%,-,-,-,-,-,-,-,-,-,-
1393,Eliminated,10,0,2,2,0,70.0%,50,1.10,70.0%,-,-,-,-,-,-,-,-,-,-
1394,Eliminated,10,5,0,1,0,70.0%,50,2.28,70.0%,-,-,-,-,-,-,-,-,-,-
1395,Eliminated,10,5,0,2,8,70.0%,50,2.70,70.0%,-,-,-,-,-,-,-,-,-,-
1396,Eliminated,10,5,0,3,6,70.0%,50,2.42,70.0%,-,-,-,-,-,-,-,-,-,-
1397,Eliminated,10,5,6,2,2,70.0%,50,2.10,70.0%,-,-,-,-,-,-,-,-,-,-
1398,Eliminated,10,5,8,1,6,70.0%,50,3.06,70.0%,-,-,-,-,-,-,-,-,-,-
1399,Eliminated,10,10,0,2,0,70.0%,50,2.48,70.0%,-,-,-,-,-,-,-,-,-,-
1400,Eliminated,10,10,2,1,6,70.0%,50,2.76,70.0%,-,-,-,-,-,-,-,-,-,-
1401,Eliminated,10,10,2,3,10,70.0%,50,3.12,70.0%,-,-,-,-,-,-,-,-,-,-
1402,Eliminated,10,10,4,1,0,70.0%,50,2.68,70.0%,-,-,-,-,-,-,-,-,-,-
1403,Eliminated,10,10,4,1,6,70.0%,50,3.72,70.0%,-,-,-,-,-,-,-,-,-,-
1404,Eliminated,10,10,4,3,4,70.0%,50,3.08,70.0%,-,-,-,-,-,-,-,-,-,-
1405,Eliminated,10,10,6,1,6,70.0%,50,4.14,70.0%,-,-,-,-,-,-,-,-,-,-
1406,Eliminated,10,10,6,2,4,70.0%,50,3.16,70.0%,-,-,-,-,-,-,-,-,-,-
1407,Eliminated,10,10,8,3,4,70.0%,50,3.32,70.0%,-,-,-,-,-,-,-,-,-,-
1408,Eliminated,10,10,10,3,0,70.0%,50,2.76,70.0%,-,-,-,-,-,-,-,-,-,-
1409,Eliminated,10,15,0,2,6,70.0%,50,2.64,70.0%,-,-,-,-,-,-,-,-,-,-
1410,Eliminated,10,15,2,1,10,70.0%,50,3.88,70.0%,-,-,-,-,-,-,-,-,-,-
1411,Eliminated,10,15,2,2,2,70.0%,50,2.82,70.0%,-,-,-,-,-,-,-,-,-,-
1412,Eliminated,10,15,4,1,2,70.0%,50,3.46,70.0%,-,-,-,-,-,-,-,-,-,-
1413,Eliminated,10,15,4,2,2,70.0%,50,2.98,70.0%,-,-,-,-,-,-,-,-,-,-
1414,Eliminated,10,15,8,3,0,70.0%,50,3.30,70.0%,-,-,-,-,-,-,-,-,-,-
1415,Eliminated,10,15,10,2,2,70.0%,50,3.30,70.0%,-,-,-,-,-,-,-,-,-,-
1416,Eliminated,10,15,10,3,4,70.0%,50,3.18,70.0%,-,-,-,-,-,-,-,-,-,-
1417,Eliminated,10,20,2,3,2,70.0%,50,3.60,70.0%,-,-,-,-,-,-,-,-,-,-
1418,Eliminated,10,20,2,3,6,70.0%,50,3.12,70.0%,-,-,-,-,-,-,-,-,-,-
1419,Eliminated,10,20,2,3,8,70.0%,50,3.06,70.0%,-,-,-,-,-,-,-,-,-,-
1420,Eliminated,10,20,4,1,10,70.0%,50,3.60,70.0%,-,-,-,-,-,-,-,-,-,-
1421,Eliminated,10,20,4,3,0,70.0%,50,3.36,70.0%,-,-,-,-,-,-,-,-,-,-
1422,Eliminated,10,20,6,3,2,70.0%,50,3.36,70.0%,-,-,-,-,-,-,-,-,-,-
1423,Eliminated,15,0,0,2,0,70.0%,50,1.20,70.0%,-,-,-,-,-,-,-,-,-,-
1424,Eliminated,15,0,2,1,0,70.0%,50,1.26,70.0%,-,-,-,-,-,-,-,-,-,-
1425,Eliminated,15,0,8,2,0,70.0%,50,1.30,70.0%,-,-,-,-,-,-,-,-,-,-
1426,Eliminated,15,0,10,1,0,70.0%,50,2.64,70.0%,-,-,-,-,-,-,-,-,-,-
1427,Eliminated,15,5,0,1,6,70.0%,50,2.34,70.0%,-,-,-,-,-,-,-,-,-,-
1428,Eliminated,15,5,4,3,0,70.0%,50,2.42,70.0%,-,-,-,-,-,-,-,-,-,-
1429,Eliminated,15,5,8,1,6,70.0%,50,3.68,70.0%,-,-,-,-,-,-,-,-,-,-
1430,Eliminated,15,5,10,2,0,70.0%,50,2.30,70.0%,-,-,-,-,-,-,-,-,-,-
1431,Eliminated,15,10,0,2,4,70.0%,50,3.02,70.0%,-,-,-,-,-,-,-,-,-,-
1432,Eliminated,15,10,2,1,10,70.0%,50,3.26,70.0%,-,-,-,-,-,-,-,-,-,-
1433,Eliminated,15,10,6,2,2,70.0%,50,2.82,70.0%,-,-,-,-,-,-,-,-,-,-
1434,Eliminated,15,10,6,2,4,70.0%,50,3.40,70.0%,-,-,-,-,-,-,-,-,-,-
1435,Eliminated,15,10,8,2,2,70.0%,50,2.70,70.0%,-,-,-,-,-,-,-,-,-,-
1436,Eliminated,15,15,0,1,0,70.0%,50,3.54,70.0%,-,-,-,-,-,-,-,-,-,-
1437,Eliminated,15,15,2,1,8,70.0%,50,3.22,70.0%,-,-,-,-,-,-,-,-,-,-
1438,Eliminated,15,15,2,1,10,70.0%,50,3.32,70.0%,-,-,-,-,-,-,-,-,-,-
1439,Eliminated,15,15,4,1,8,70.0%,50,4.34,70.0%,-,-,-,-,-,-,-,-,-,-
1440,Eliminated,15,20,0,1,8,70.0%,50,3.18,70.0%,-,-,-,-,-,-,-,-,-,-
1441,Eliminated,15,20,0,2,6,70.0%,50,3.38,70.0%,-,-,-,-,-,-,-,-,-,-
1442,Eliminated,15,20,0,2,8,70.0%,50,3.24,70.0%,-,-,-,-,-,-,-,-,-,-
1443,Eliminated,15,20,0,2,10,70.0%,50,3.36,70.0%,-,-,-,-,-,-,-,-,-,-
1444,Eliminated,15,20,2,1,4,70.0%,50,3.52,70.0%,-,-,-,-,-,-,-,-,-,-
1445,Eliminated,15,20,2,2,6,70.0%,50,3.26,70.0%,-,-,-,-,-,-,-,-,-,-
1446,Eliminated,15,20,4,1,0,70.0%,50,3.44,70.0%,-,-,-,-,-,-,-,-,-,-
1447,Eliminated,15,20,4,1,4,70.0%,50,4.24,70.0%,-,-,-,-,-,-,-,-,-,-
1448,Eliminated,15,20,4,1,6,70.0%,50,3.74,70.0%,-,-,-,-,-,-,-,-,-,-
1449,Eliminated,20,0,0,1,2,70.0%,50,1.50,70.0%,-,-,-,-,-,-,-,-,-,-
1450,Eliminated,20,0,0,3,2,70.0%,50,1.22,70.0%,-,-,-,-,-,-,-,-,-,-
1451,Eliminated,20,0,2,1,2,70.0%,50,1.12,70.0%,-,-,-,-,-,-,-,-,-,-
1452,Eliminated,20,0,2,3,0,70.0%,50,1.14,70.0%,-,-,-,-,-,-,-,-,-,-
1453,Eliminated,20,0,8,2,0,70.0%,50,1.28,70.0%,-,-,-,-,-,-,-,-,-,-
1454,Eliminated,20,0,8,3,0,70.0%,50,1.42,70.0%,-,-,-,-,-,-,-,-,-,-
1455,Eliminated,20,5,0,1,6,70.0%,50,2.44,70.0%,-,-,-,-,-,-,-,-,-,-
1456,Eliminated,20,5,2,1,8,70.0%,50,2.70,70.0%,-,-,-,-,-,-,-,-,-,-
1457,Eliminated,20,5,8,1,2,70.0%,50,2.68,70.0%,-,-,-,-,-,-,-,-,-,-
1458,Eliminated,20,10,0,2,6,70.0%,50,2.90,70.0%,-,-,-,-,-,-,-,-,-,-
1459,Eliminated,20,10,0,3,8,70.0%,50,3.00,70.0%,-,-,-,-,-,-,-,-,-,-
1460,Eliminated,20,10,2,2,4,70.0%,50,3.18,70.0%,-,-,-,-,-,-,-,-,-,-
1461,Eliminated,20,10,4,1,8,70.0%,50,3.54,70.0%,-,-,-,-,-,-,-,-,-,-
1462,Eliminated,20,10,8,2,2,70.0%,50,2.76,70.0%,-,-,-,-,-,-,-,-,-,-
1463,Eliminated,20,10,10,2,2,70.0%,50,2.58,70.0%,-,-,-,-,-,-,-,-,-,-
1464,Eliminated,20,15,0,1,8,70.0%,50,3.06,70.0%,-,-,-,-,-,-,-,-,-,-
1465,Eliminated,20,15,2,1,10,70.0%,50,3.30,70.0%,-,-,-,-,-,-,-,-,-,-
1466,Eliminated,20,15,2,2,2,70.0%,50,2.80,70.0%,-,-,-,-,-,-,-,-,-,-
1467,Eliminated,20,15,2,3,6,70.0%,50,3.34,70.0%,-,-,-,-,-,-,-,-,-,-
1468,Eliminated,20,15,4,1,2,70.0%,50,3.82,70.0%,-,-,-,-,-,-,-,-,-,-
1469,Eliminated,20,15,6,1,2,70.0%,50,3.70,70.0%,-,-,-,-,-,-,-,-,-,-
1470,Eliminated,20,15,8,3,2,70.0%,50,2.94,70.0%,-,-,-,-,-,-,-,-,-,-
1471,Eliminated,20,20,0,3,10,70.0%,50,2.98,70.0%,-,-,-,-,-,-,-,-,-,-
1472,Eliminated,20,20,2,1,8,70.0%,50,3.22,70.0%,-,-,-,-,-,-,-,-,-,-
1473,Eliminated,20,20,2,3,2,70.0%,50,3.16,70.0%,-,-,-,-,-,-,-,-,-,-
1474,Eliminated,20,20,8,3,2,70.0%,50,3.62,70.0%,-,-,-,-,-,-,-,-,-,-
1475,Eliminated,0,0,0,1,2,68.0%,50,1.58,68.0%,-,-,-,-,-,-,-,-,-,-
1476,Eliminated,0,0,0,2,4,68.0%,50,0.74,68.0%,-,-,-,-,-,-,-,-,-,-
1477,Eliminated,0,0,0,2,8,68.0%,50,0.92,68.0%,-,-,-,-,-,-,-,-,-,-
1478,Eliminated,0,0,2,1,6,68.0%,50,1.22,68.0%,-,-,-,-,-,-,-,-,-,-
1479,Eliminated,0,0,2,1,8,68.0%,50,1.46,68.0%,-,-,-,-,-,-,-,-,-,-
1480,Eliminated,0,0,4,1,2,68.0%,50,1.14,68.0%,-,-,-,-,-,-,-,-,-,-
1481,Eliminated,0,0,8,2,2,68.0%,50,0.88,68.0%,-,-,-,-,-,-,-,-,-,-
1482,Eliminated,0,0,10,2,0,68.0%,50,1.90,68.0%,-,-,-,-,-,-,-,-,-,-
1483,Eliminated,0,5,0,3,2,68.0%,50,1.68,68.0%,-,-,-,-,-,-,-,-,-,-
1484,Eliminated,0,5,0,3,4,68.0%,50,1.66,68.0%,-,-,-,-,-,-,-,-,-,-
1485,Eliminated,0,5,2,1,6,68.0%,50,2.90,68.0%,-,-,-,-,-,-,-,-,-,-
1486,Eliminated,0,5,2,3,4,68.0%,50,1.58,68.0%,-,-,-,-,-,-,-,-,-,-
1487,Eliminated,0,5,2,3,6,68.0%,50,1.70,68.0%,-,-,-,-,-,-,-,-,-,-
1488,Eliminated,0,5,4,1,6,68.0%,50,2.48,68.0%,-,-,-,-,-,-,-,-,-,-
1489,Eliminated,0,5,6,1,4,68.0%,50,2.74,68.0%,-,-,-,-,-,-,-,-,-,-
1490,Eliminated,0,5,8,3,2,68.0%,50,1.64,68.0%,-,-,-,-,-,-,-,-,-,-
1491,Eliminated,0,5,10,3,2,68.0%,50,1.50,68.0%,-,-,-,-,-,-,-,-,-,-
1492,Eliminated,0,10,0,2,6,68.0%,50,2.62,68.0%,-,-,-,-,-,-,-,-,-,-
1493,Eliminated,0,10,0,2,10,68.0%,50,2.42,68.0%,-,-,-,-,-,-,-,-,-,-
1494,Eliminated,0,10,2,3,4,68.0%,50,2.46,68.0%,-,-,-,-,-,-,-,-,-,-
1495,Eliminated,0,10,4,3,6,68.0%,50,2.58,68.0%,-,-,-,-,-,-,-,-,-,-
1496,Eliminated,0,15,4,2,10,68.0%,50,3.40,68.0%,-,-,-,-,-,-,-,-,-,-
1497,Eliminated,0,15,4,3,6,68.0%,50,2.88,68.0%,-,-,-,-,-,-,-,-,-,-
1498,Eliminated,0,20,0,3,4,68.0%,50,3.14,68.0%,-,-,-,-,-,-,-,-,-,-
1499,Eliminated,0,20,10,3,2,68.0%,50,2.92,68.0%,-,-,-,-,-,-,-,-,-,-
1500,Eliminated,5,0,0,3,2,68.0%,50,1.12,68.0%,-,-,-,-,-,-,-,-,-,-
1501,Eliminated,5,0,2,2,0,68.0%,50,1.06,68.0%,-,-,-,-,-,-,-,-,-,-
1502,Eliminated,5,0,2,3,0,68.0%,50,1.20,68.0%,-,-,-,-,-,-,-,-,-,-
1503,Eliminated,5,0,4,3,0,68.0%,50,1.06,68.0%,-,-,-,-,-,-,-,-,-,-
1504,Eliminated,5,0,10,1,4,68.0%,50,2.92,68.0%,-,-,-,-,-,-,-,-,-,-
1505,Eliminated,5,5,0,1,10,68.0%,50,2.52,68.0%,-,-,-,-,-,-,-,-,-,-
1506,Eliminated,5,5,0,2,4,68.0%,50,1.92,68.0%,-,-,-,-,-,-,-,-,-,-
1507,Eliminated,5,5,0,3,2,68.0%,50,1.98,68.0%,-,-,-,-,-,-,-,-,-,-
1508,Eliminated,5,5,0,3,6,68.0%,50,2.44,68.0%,-,-,-,-,-,-,-,-,-,-
1509,Eliminated,5,5,2,2,4,68.0%,50,2.34,68.0%,-,-,-,-,-,-,-,-,-,-
1510,Eliminated,5,5,2,2,10,68.0%,50,2.78,68.0%,-,-,-,-,-,-,-,-,-,-
1511,Eliminated,5,5,2,3,6,68.0%,50,2.24,68.0%,-,-,-,-,-,-,-,-,-,-
1512,Eliminated,5,5,4,2,2,68.0%,50,1.96,68.0%,-,-,-,-,-,-,-,-,-,-
1513,Eliminated,5,5,6,1,6,68.0%,50,3.26,68.0%,-,-,-,-,-,-,-,-,-,-
1514,Eliminated,5,5,8,1,0,68.0%,50,2.48,68.0%,-,-,-,-,-,-,-,-,-,-
1515,Eliminated,5,10,0,2,4,68.0%,50,2.30,68.0%,-,-,-,-,-,-,-,-,-,-
1516,Eliminated,5,10,0,2,8,68.0%,50,2.88,68.0%,-,-,-,-,-,-,-,-,-,-
1517,Eliminated,5,10,2,2,8,68.0%,50,2.90,68.0%,-,-,-,-,-,-,-,-,-,-
1518,Eliminated,5,10,4,2,0,68.0%,50,2.22,68.0%,-,-,-,-,-,-,-,-,-,-
1519,Eliminated,5,10,4,2,2,68.0%,50,2.68,68.0%,-,-,-,-,-,-,-,-,-,-
1520,Eliminated,5,10,6,2,2,68.0%,50,2.80,68.0%,-,-,-,-,-,-,-,-,-,-
1521,Eliminated,5,10,8,2,4,68.0%,50,3.34,68.0%,-,-,-,-,-,-,-,-,-,-
1522,Eliminated,5,10,8,2,10,68.0%,50,3.68,68.0%,-,-,-,-,-,-,-,-,-,-
1523,Eliminated,5,15,0,3,0,68.0%,50,2.92,68.0%,-,-,-,-,-,-,-,-,-,-
1524,Eliminated,5,15,0,3,6,68.0%,50,3.02,68.0%,-,-,-,-,-,-,-,-,-,-
1525,Eliminated,5,15,0,3,10,68.0%,50,2.98,68.0%,-,-,-,-,-,-,-,-,-,-
1526,Eliminated,5,15,2,2,10,68.0%,50,3.28,68.0%,-,-,-,-,-,-,-,-,-,-
1527,Eliminated,5,15,2,3,2,68.0%,50,3.24,68.0%,-,-,-,-,-,-,-,-,-,-
1528,Eliminated,5,15,2,3,6,68.0%,50,3.64,68.0%,-,-,-,-,-,-,-,-,-,-
1529,Eliminated,5,15,6,2,0,68.0%,50,2.94,68.0%,-,-,-,-,-,-,-,-,-,-
1530,Eliminated,5,15,6,2,4,68.0%,50,3.92,68.0%,-,-,-,-,-,-,-,-,-,-
1531,Eliminated,5,15,8,2,2,68.0%,50,3.20,68.0%,-,-,-,-,-,-,-,-,-,-
1532,Eliminated,5,15,8,2,10,68.0%,50,3.94,68.0%,-,-,-,-,-,-,-,-,-,-
1533,Eliminated,5,20,0,2,2,68.0%,50,2.72,68.0%,-,-,-,-,-,-,-,-,-,-
1534,Eliminated,5,20,2,2,4,68.0%,50,3.32,68.0%,-,-,-,-,-,-,-,-,-,-
1535,Eliminated,5,20,2,2,8,68.0%,50,2.90,68.0%,-,-,-,-,-,-,-,-,-,-
1536,Eliminated,5,20,2,2,10,68.0%,50,3.66,68.0%,-,-,-,-,-,-,-,-,-,-
1537,Eliminated,5,20,2,3,0,68.0%,50,3.12,68.0%,-,-,-,-,-,-,-,-,-,-
1538,Eliminated,5,20,4,2,4,68.0%,50,3.66,68.0%,-,-,-,-,-,-,-,-,-,-
1539,Eliminated,5,20,4,3,2,68.0%,50,3.74,68.0%,-,-,-,-,-,-,-,-,-,-
1540,Eliminated,5,20,6,2,2,68.0%,50,3.00,68.0%,-,-,-,-,-,-,-,-,-,-
1541,Eliminated,5,20,6,2,6,68.0%,50,4.26,68.0%,-,-,-,-,-,-,-,-,-,-
1542,Eliminated,5,20,8,2,2,68.0%,50,3.26,68.0%,-,-,-,-,-,-,-,-,-,-
1543,Eliminated,5,20,8,2,6,68.0%,50,4.52,68.0%,-,-,-,-,-,-,-,-,-,-
1544,Eliminated,5,20,10,2,4,68.0%,50,3.82,68.0%,-,-,-,-,-,-,-,-,-,-
