# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
1493,Eliminated,20,15,4,2,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1494,Eliminated,0,10,0,1,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1495,Eliminated,0,10,0,1,10,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1496,Eliminated,0,10,2,3,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1497,Eliminated,0,10,8,2,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1498,Eliminated,0,10,8,3,4,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1499,Eliminated,0,15,10,1,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1500,Eliminated,0,15,10,3,4,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1501,Eliminated,0,20,4,2,6,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1502,Eliminated,0,20,6,1,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1503,Eliminated,0,20,10,2,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1504,Eliminated,5,0,8,1,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1505,Eliminated,5,5,4,1,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1506,Eliminated,5,15,0,1,10,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1507,Eliminated,5,15,2,3,6,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1508,Eliminated,5,15,2,3,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1509,Eliminated,5,20,0,1,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1510,Eliminated,5,20,0,3,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1511,Eliminated,10,5,0,2,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1512,Eliminated,10,5,0,3,6,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1513,Eliminated,10,10,2,2,6,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1514,Eliminated,10,10,6,2,4,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1515,Eliminated,10,10,10,1,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1516,Eliminated,10,10,10,2,4,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1517,Eliminated,15,0,8,2,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1518,Eliminated,15,5,0,3,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1519,Eliminated,15,10,0,2,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1520,Eliminated,15,10,2,1,6,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1521,Eliminated,15,15,0,3,10,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1522,Eliminated,15,15,10,1,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1523,Eliminated,15,20,4,3,4,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1524,Eliminated,20,5,0,3,6,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1525,Eliminated,20,5,2,3,6,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1526,Eliminated,20,15,0,3,8,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1527,Eliminated,20,15,2,1,4,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1528,Eliminated,20,15,6,3,4,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1529,Eliminated,20,15,10,1,2,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1530,Eliminated,20,15,10,3,4,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1531,Eliminated,20,20,2,1,6,63.0%,100,0.00,63.0%,-,-,-,-,-,-,-,-,-,-
1532,Eliminated,0,10,4,2,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1533,Eliminated,0,10,10,2,2,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1534,Eliminated,0,15,0,2,8,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1535,Eliminated,0,15,2,3,6,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1536,Eliminated,0,15,6,3,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1537,Eliminated,0,15,10,2,2,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1538,Eliminated,0,20,2,1,6,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1539,Eliminated,5,0,0,1,6,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1540,Eliminated,5,0,0,2,6,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1541,Eliminated,5,0,2,1,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1542,Eliminated,5,0,2,3,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1543,Eliminated,5,5,0,1,8,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1544,Eliminated,5,5,10,2,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1545,Eliminated,5,10,0,2,8,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1546,Eliminated,5,15,2,1,6,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1547,Eliminated,5,15,8,3,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1548,Eliminated,10,5,2,3,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1549,Eliminated,10,15,0,1,10,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1550,Eliminated,10,15,8,1,2,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1551,Eliminated,10,15,8,2,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1552,Eliminated,10,15,10,3,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1553,Eliminated,10,20,0,1,8,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1554,Eliminated,10,20,8,2,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1555,Eliminated,15,0,2,1,2,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1556,Eliminated,15,0,2,3,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1557,Eliminated,15,0,10,1,2,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1558,Eliminated,15,5,8,2,2,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1559,Eliminated,15,10,2,2,6,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1560,Eliminated,15,15,8,3,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1561,Eliminated,15,20,0,3,8,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1562,Eliminated,20,10,2,2,6,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1563,Eliminated,20,10,6,2,4,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1564,Eliminated,20,15,0,1,8,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1565,Eliminated,20,15,0,2,8,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1566,Eliminated,20,15,0,3,10,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1567,Eliminated,20,20,0,1,8,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1568,Eliminated,20,20,0,1,10,62.0%,100,0.00,62.0%,-,-,-,-,-,-,-,-,-,-
1569,Eliminated,0,0,0,2,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1570,Eliminated,0,0,4,1,2,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1571,Eliminated,0,5,2,2,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1572,Eliminated,0,10,0,3,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1573,Eliminated,0,10,2,1,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1574,Eliminated,0,10,2,2,10,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1575,Eliminated,0,15,0,3,10,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1576,Eliminated,0,20,2,2,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1577,Eliminated,0,20,2,2,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1578,Eliminated,0,20,8,3,4,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1579,Eliminated,5,0,6,2,2,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1580,Eliminated,5,5,2,2,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1581,Eliminated,5,10,0,3,10,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1582,Eliminated,5,15,0,2,10,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1583,Eliminated,5,15,2,1,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1584,Eliminated,5,20,2,1,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1585,Eliminated,5,20,10,2,4,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1586,Eliminated,10,0,4,2,2,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1587,Eliminated,10,0,6,3,2,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1588,Eliminated,10,15,0,2,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1589,Eliminated,10,15,0,3,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1590,Eliminated,10,15,2,3,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1591,Eliminated,10,15,6,2,4,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1592,Eliminated,15,0,0,1,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1593,Eliminated,15,0,2,2,2,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1594,Eliminated,15,5,0,1,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1595,Eliminated,15,5,6,1,2,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1596,Eliminated,15,10,0,3,8,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1597,Eliminated,15,20,0,2,10,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1598,Eliminated,15,20,0,3,10,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1599,Eliminated,20,0,6,3,2,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1600,Eliminated,20,0,10,1,2,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1601,Eliminated,20,10,2,3,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1602,Eliminated,20,15,2,1,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1603,Eliminated,20,20,2,2,6,61.0%,100,0.00,61.0%,-,-,-,-,-,-,-,-,-,-
1604,Eliminated,0,10,0,2,8,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1605,Eliminated,0,10,0,3,10,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1606,Eliminated,0,10,6,3,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1607,Eliminated,0,15,2,1,6,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1608,Eliminated,0,20,0,1,8,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1609,Eliminated,0,20,2,3,6,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1610,Eliminated,0,20,10,3,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1611,Eliminated,5,5,2,1,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1612,Eliminated,5,5,6,1,2,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1613,Eliminated,5,15,0,3,8,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1614,Eliminated,5,20,4,2,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1615,Eliminated,10,0,2,2,2,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1616,Eliminated,10,0,4,1,2,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1617,Eliminated,10,0,6,1,2,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1618,Eliminated,10,5,2,1,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1619,Eliminated,10,5,2,3,2,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1620,Eliminated,10,15,6,3,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1621,Eliminated,10,20,2,3,6,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1622,Eliminated,10,20,10,2,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1623,Eliminated,15,0,4,3,2,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1624,Eliminated,15,5,0,2,8,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1625,Eliminated,15,5,2,1,6,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1626,Eliminated,15,15,2,1,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1627,Eliminated,20,0,2,3,2,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1628,Eliminated,20,5,0,1,8,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1629,Eliminated,20,5,2,2,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1630,Eliminated,20,5,2,3,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1631,Eliminated,20,10,2,1,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1632,Eliminated,20,10,2,2,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1633,Eliminated,20,15,10,2,4,60.0%,100,0.00,60.0%,-,-,-,-,-,-,-,-,-,-
1634,Eliminated,0,0,0,1,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1635,Eliminated,0,5,10,1,0,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1636,Eliminated,0,10,2,2,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1637,Eliminated,0,15,0,1,10,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1638,Eliminated,0,15,4,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1639,Eliminated,0,15,8,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1640,Eliminated,0,15,8,3,4,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1641,Eliminated,0,20,0,3,10,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1642,Eliminated,0,20,2,3,8,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1643,Eliminated,5,5,8,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1644,Eliminated,5,15,0,3,10,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1645,Eliminated,5,15,6,3,4,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1646,Eliminated,5,20,2,3,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1647,Eliminated,10,5,0,1,8,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1648,Eliminated,10,5,0,3,8,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1649,Eliminated,10,10,0,1,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1650,Eliminated,10,10,10,2,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1651,Eliminated,10,15,2,2,4,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1652,Eliminated,15,0,0,2,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1653,Eliminated,15,0,8,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1654,Eliminated,15,5,2,1,4,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1655,Eliminated,15,5,2,3,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1656,Eliminated,15,5,6,2,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1657,Eliminated,15,5,8,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1658,Eliminated,15,10,4,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1659,Eliminated,15,10,6,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1660,Eliminated,15,15,0,2,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1661,Eliminated,15,15,2,2,8,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1662,Eliminated,15,15,6,2,4,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1663,Eliminated,15,20,0,3,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1664,Eliminated,15,20,8,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1665,Eliminated,20,0,2,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1666,Eliminated,20,0,4,3,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1667,Eliminated,20,0,6,1,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1668,Eliminated,20,0,8,2,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1669,Eliminated,20,5,8,2,2,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1670,Eliminated,20,15,0,1,6,59.0%,100,0.00,59.0%,-,-,-,-,-,-,-,-,-,-
1671,Eliminated,0,0,2,2,4,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1672,Eliminated,0,5,2,1,2,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1673,Eliminated,0,10,2,1,2,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1674,Eliminated,0,20,0,2,10,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1675,Eliminated,0,20,2,2,4,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1676,Eliminated,0,20,8,1,0,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1677,Eliminated,5,10,2,1,6,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1678,Eliminated,5,20,2,2,6,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1679,Eliminated,10,0,4,3,2,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1680,Eliminated,10,10,0,1,8,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1681,Eliminated,10,15,0,1,8,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1682,Eliminated,10,20,0,2,6,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1683,Eliminated,15,10,8,1,2,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1684,Eliminated,20,0,4,2,2,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1685,Eliminated,20,5,10,1,0,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1686,Eliminated,20,10,2,3,4,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1687,Eliminated,20,15,0,2,6,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1688,Eliminated,20,15,2,1,8,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1689,Eliminated,20,15,2,2,4,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1690,Eliminated,20,15,2,3,6,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1691,Eliminated,20,15,8,1,2,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1692,Eliminated,20,20,0,1,6,58.0%,100,0.00,58.0%,-,-,-,-,-,-,-,-,-,-
1693,Eliminated,0,0,0,3,6,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1694,Eliminated,0,10,4,1,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1695,Eliminated,0,20,6,2,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1696,Eliminated,5,0,6,3,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1697,Eliminated,5,15,6,1,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1698,Eliminated,10,5,2,1,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1699,Eliminated,10,5,10,3,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1700,Eliminated,10,20,0,2,8,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1701,Eliminated,15,0,2,2,4,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1702,Eliminated,15,0,4,1,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1703,Eliminated,15,5,4,1,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1704,Eliminated,15,5,10,3,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1705,Eliminated,15,10,2,1,4,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1706,Eliminated,15,10,2,3,6,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1707,Eliminated,15,20,0,2,6,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1708,Eliminated,15,20,2,1,6,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1709,Eliminated,20,0,0,2,4,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1710,Eliminated,20,0,4,1,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1711,Eliminated,20,5,4,2,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1712,Eliminated,20,10,8,1,2,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1713,Eliminated,20,20,2,3,6,57.0%,100,0.00,57.0%,-,-,-,-,-,-,-,-,-,-
1714,Eliminated,0,0,2,3,6,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1715,Eliminated,0,5,0,1,6,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1716,Eliminated,0,5,10,2,0,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1717,Eliminated,0,10,0,1,6,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1718,Eliminated,0,10,2,2,4,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1719,Eliminated,0,15,10,1,0,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1720,Eliminated,0,15,10,2,0,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1721,Eliminated,0,20,0,1,10,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1722,Eliminated,0,20,2,1,8,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1723,Eliminated,5,0,2,1,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1724,Eliminated,5,0,8,3,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1725,Eliminated,5,5,2,1,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1726,Eliminated,5,5,2,2,4,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1727,Eliminated,5,20,6,1,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1728,Eliminated,10,0,8,1,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1729,Eliminated,10,0,8,2,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1730,Eliminated,10,10,0,3,8,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1731,Eliminated,10,20,2,1,6,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1732,Eliminated,10,20,2,2,4,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1733,Eliminated,15,0,0,1,4,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1734,Eliminated,15,5,4,3,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1735,Eliminated,15,10,10,1,0,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1736,Eliminated,15,15,2,2,6,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1737,Eliminated,15,15,2,3,4,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1738,Eliminated,15,20,0,1,6,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1739,Eliminated,20,0,10,2,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1740,Eliminated,20,0,10,3,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1741,Eliminated,20,5,10,3,2,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1742,Eliminated,20,15,4,3,4,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
1743,Eliminated,20,20,2,1,4,56.0%,100,0.00,56.0%,-,-,-,-,-,-,-,-,-,-
